Pathway.Name	SMP.ID	Pathway.Class	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
3-beta-Hydroxysteroid Dehydrogenase Deficiency	SMP0000718	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
Apparent Mineralocorticoid Excess Syndrome	SMP0000717	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0000221;HMDB0001487;HMDB0059597;HMDB0000902;HMDB0004026;HMDB0004031;HMDB0001377;HMDB0002802;HMDB0002111;HMDB0000217	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
Steroidogenesis	SMP0000130	Metabolic	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0001377;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000902;HMDB0004031;HMDB0004026;HMDB0002111;HMDB0059597;HMDB0002802	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
21-Hydroxylase Deficiency (CYP21)	SMP0000576	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0002111;HMDB0004026;HMDB0004031;HMDB0000902;HMDB0002802;HMDB0000221;HMDB0059597;HMDB0001487;HMDB0000217;HMDB0001377	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
Corticosterone Methyl Oxidase I Deficiency (CMO I)	SMP0000577	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0000221;HMDB0001487;HMDB0059597;HMDB0000902;HMDB0004026;HMDB0004031;HMDB0001377;HMDB0002802;HMDB0002111;HMDB0000217	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
Corticosterone Methyl Oxidase II Deficiency (CMO II)	SMP0000578	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency	SMP0000372	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0001487;HMDB0004026;HMDB0000902;HMDB0001377;HMDB0004031;HMDB0000221;HMDB0002802;HMDB0059597;HMDB0000217;HMDB0002111	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
11-beta-Hydroxylase Deficiency (CYP11B1)	SMP0000575	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0000221;HMDB0059597;HMDB0001377;HMDB0000902;HMDB0004026;HMDB0002111;HMDB0000217;HMDB0004031;HMDB0001487;HMDB0002802	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH	SMP0000371	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0002802;HMDB0000902;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0004031;HMDB0004026;HMDB0001487;HMDB0000217	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency	SMP0000373	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0002802;HMDB0000902;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000221;HMDB0004031;HMDB0004026;HMDB0001487;HMDB0000217	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
17-alpha-Hydroxylase Deficiency (CYP17)	SMP0000566	Disease	HMDB0006754;HMDB0000221;HMDB0006753;HMDB0000217;HMDB0000037;HMDB0000319;HMDB0001377;HMDB0002111;HMDB0003178;HMDB0001547;HMDB0006757;HMDB0000268;HMDB0004029;HMDB0006756;HMDB0006755;HMDB0059597;HMDB0004031;HMDB0004030;HMDB0000063;HMDB0002802;HMDB0000016;HMDB0004026;HMDB0000902;HMDB0001487;HMDB0001830;HMDB0000253;HMDB0000374;HMDB0000015;HMDB0000363;HMDB0006762;HMDB0006763;HMDB0001318;HMDB0006764;HMDB0004035;HMDB0000067;HMDB0006283;HMDB0006758;HMDB0000903;HMDB0003259;HMDB0000949;HMDB0006760;HMDB0003759;HMDB0006759	43	10	HMDB0004026;HMDB0000221;HMDB0002111;HMDB0002802;HMDB0000902;HMDB0001487;HMDB0004031;HMDB0059597;HMDB0000217;HMDB0001377	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.45313361831543364	0.45313361831543364
Ubiquinone Biosynthesis	SMP0000065	Metabolic	HMDB0000500;HMDB0012188;HMDB0006816;HMDB0000250;HMDB0001063;HMDB0001185;HMDB0000939;HMDB0000977;HMDB0006817;HMDB0001377;HMDB0006818;HMDB0002111;HMDB0006819;HMDB0000221;HMDB0059597;HMDB0006820;HMDB0000217;HMDB0015531;HMDB0036062	19	9	HMDB0000221;HMDB0059597;HMDB0001185;HMDB0012188;HMDB0001377;HMDB0000939;HMDB0000250;HMDB0002111;HMDB0000217	0.4967885636744332	0.21348314606741572	1.228387853162948	0.45440076750786107	0.45440076750786107
Cardiolipin Biosynthesis (Barth Syndrome)	SMP0074684	Disease	HMDB0001487;HMDB0059597;HMDB0001473;HMDB0000902;HMDB0000126;HMDB0001423;HMDB0000082;HMDB0000250;HMDB0000095;HMDB0002111;HMDB0001429	11	6	HMDB0000902;HMDB0002111;HMDB0000250;HMDB0001487;HMDB0059597;HMDB0001429	0.551086062562479	0.22634508348794063	1.2229683216720968	0.45620474078135775	0.45620474078135775
Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency)	SMP0000334	Disease	HMDB0000538;HMDB0000243;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000190;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000263;HMDB0000547;HMDB0000586;HMDB0001273;HMDB0001201;HMDB0001967;HMDB0000156;HMDB0001311;HMDB0001248;HMDB0001066;HMDB0002111;HMDB0000125;HMDB0015532;HMDB0001167;HMDB0006458;HMDB0003052;HMDB0001362;HMDB0001881;HMDB0000217;HMDB0000221;HMDB0000962;HMDB0006878;HMDB0000985;HMDB0001423;HMDB0001206;HMDB0001175;HMDB0001484;HMDB0000042;HMDB0001494;HMDB0000990;HMDB0006880;HMDB0000250;HMDB0000045;HMDB0001372	46	17	HMDB0001248;HMDB0000902;HMDB0000990;HMDB0001311;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001333;HMDB0000045;HMDB0000217;HMDB0001487;HMDB0000250;HMDB0059597;HMDB0000221;HMDB0001429;HMDB0001967;HMDB0000223	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683	0.45739664409086683
Primary Hyperoxaluria II, PH2	SMP0000558	Disease	HMDB0000538;HMDB0000243;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000190;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000263;HMDB0000547;HMDB0000586;HMDB0001273;HMDB0001201;HMDB0001967;HMDB0000156;HMDB0001311;HMDB0001248;HMDB0001066;HMDB0002111;HMDB0000125;HMDB0015532;HMDB0001167;HMDB0006458;HMDB0003052;HMDB0001362;HMDB0001881;HMDB0000217;HMDB0000221;HMDB0000962;HMDB0006878;HMDB0000985;HMDB0001423;HMDB0001206;HMDB0001175;HMDB0001484;HMDB0000042;HMDB0001494;HMDB0000990;HMDB0006880;HMDB0000250;HMDB0000045;HMDB0001372	46	17	HMDB0001248;HMDB0000223;HMDB0001341;HMDB0059597;HMDB0000045;HMDB0000902;HMDB0000221;HMDB0001967;HMDB0000217;HMDB0001333;HMDB0000538;HMDB0001487;HMDB0001311;HMDB0000990;HMDB0001429;HMDB0002111;HMDB0000250	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683	0.45739664409086683
Pyruvate Kinase Deficiency	SMP0000559	Disease	HMDB0000538;HMDB0000243;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000190;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000263;HMDB0000547;HMDB0000586;HMDB0001273;HMDB0001201;HMDB0001967;HMDB0000156;HMDB0001311;HMDB0001248;HMDB0001066;HMDB0002111;HMDB0000125;HMDB0015532;HMDB0001167;HMDB0006458;HMDB0003052;HMDB0001362;HMDB0001881;HMDB0000217;HMDB0000221;HMDB0000962;HMDB0006878;HMDB0000985;HMDB0001423;HMDB0001206;HMDB0001175;HMDB0001484;HMDB0000042;HMDB0001494;HMDB0000990;HMDB0006880;HMDB0000250;HMDB0000045;HMDB0001372	46	17	HMDB0002111;HMDB0000045;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001248;HMDB0001341;HMDB0001333;HMDB0000221;HMDB0001429;HMDB0001311;HMDB0000223;HMDB0000990;HMDB0001967;HMDB0000250;HMDB0000902;HMDB0059597	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683	0.45739664409086683
Leigh Syndrome	SMP0000196	Disease	HMDB0000538;HMDB0000243;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000190;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000263;HMDB0000547;HMDB0000586;HMDB0001273;HMDB0001201;HMDB0001967;HMDB0000156;HMDB0001311;HMDB0001248;HMDB0001066;HMDB0002111;HMDB0000125;HMDB0015532;HMDB0001167;HMDB0006458;HMDB0003052;HMDB0001362;HMDB0001881;HMDB0000217;HMDB0000221;HMDB0000962;HMDB0006878;HMDB0000985;HMDB0001423;HMDB0001206;HMDB0001175;HMDB0001484;HMDB0000042;HMDB0001494;HMDB0000990;HMDB0006880;HMDB0000250;HMDB0000045;HMDB0001372	46	17	HMDB0001248;HMDB0000902;HMDB0000990;HMDB0001311;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001333;HMDB0000045;HMDB0000217;HMDB0001487;HMDB0000250;HMDB0059597;HMDB0000221;HMDB0001429;HMDB0001967;HMDB0000223	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683	0.45739664409086683
Pyruvate Dehydrogenase Complex Deficiency	SMP0000212	Disease	HMDB0000538;HMDB0000243;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000190;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000263;HMDB0000547;HMDB0000586;HMDB0001273;HMDB0001201;HMDB0001967;HMDB0000156;HMDB0001311;HMDB0001248;HMDB0001066;HMDB0002111;HMDB0000125;HMDB0015532;HMDB0001167;HMDB0006458;HMDB0003052;HMDB0001362;HMDB0001881;HMDB0000217;HMDB0000221;HMDB0000962;HMDB0006878;HMDB0000985;HMDB0001423;HMDB0001206;HMDB0001175;HMDB0001484;HMDB0000042;HMDB0001494;HMDB0000990;HMDB0006880;HMDB0000250;HMDB0000045;HMDB0001372	46	17	HMDB0000223;HMDB0001311;HMDB0000221;HMDB0000250;HMDB0000045;HMDB0001487;HMDB0001341;HMDB0001248;HMDB0000217;HMDB0000538;HMDB0000902;HMDB0001967;HMDB0001429;HMDB0000990;HMDB0002111;HMDB0059597;HMDB0001333	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683	0.45739664409086683
Pyruvate Metabolism	SMP0000060	Metabolic	HMDB0000538;HMDB0000243;HMDB0000595;HMDB0001341;HMDB0001429;HMDB0000223;HMDB0000030;HMDB0001333;HMDB0000190;HMDB0000902;HMDB0001487;HMDB0059597;HMDB0000263;HMDB0000547;HMDB0000586;HMDB0001273;HMDB0001201;HMDB0001967;HMDB0000156;HMDB0001311;HMDB0001248;HMDB0001066;HMDB0002111;HMDB0000125;HMDB0015532;HMDB0001167;HMDB0006458;HMDB0003052;HMDB0001362;HMDB0001881;HMDB0000217;HMDB0000221;HMDB0000962;HMDB0006878;HMDB0000985;HMDB0001423;HMDB0001206;HMDB0001175;HMDB0001484;HMDB0000042;HMDB0001494;HMDB0000990;HMDB0006880;HMDB0000250;HMDB0000045;HMDB0001372	46	17	HMDB0002111;HMDB0000045;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001248;HMDB0001341;HMDB0001333;HMDB0000221;HMDB0001429;HMDB0001311;HMDB0000223;HMDB0000990;HMDB0001967;HMDB0000250;HMDB0000902;HMDB0059597	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.45739664409086683	0.45739664409086683
Celecoxib Metabolism Pathway	SMP0000644	Drug Metabolism	HMDB0005014;HMDB0013995;HMDB0060571;HMDB0015532;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0002111;HMDB0000217;HMDB0003178;HMDB0000935;HMDB0061132;HMDB0000295	13	7	HMDB0000295;HMDB0005014;HMDB0002111;HMDB0001377;HMDB0000217;HMDB0059597;HMDB0000221	0.5081197201475373	0.28597122302158273	1.1906094168730983	0.4585327461154242	0.4585327461154242
Tamoxifen Action Pathway	SMP0000471	Drug Action	HMDB0014813;HMDB0013866;HMDB0060530;HMDB0060666;HMDB0060585;HMDB0060513;HMDB0060808;HMDB0060615;HMDB0000221;HMDB0059597;HMDB0001377;HMDB0002111;HMDB0000217;HMDB0003178;HMDB0000935;HMDB0060616;HMDB0000295;HMDB0001248;HMDB0061125;HMDB0061124;HMDB0001134;HMDB0061123;HMDB0000061;HMDB0001426;HMDB0060622;HMDB0061085;HMDB0061140	27	8	HMDB0000221;HMDB0059597;HMDB0000295;HMDB0001377;HMDB0014813;HMDB0002111;HMDB0000217;HMDB0001248	0.6073819236793845	0.06941838649155722	1.4685973560923837	0.4591702637926246	0.4591702637926246
Tamoxifen Metabolism Pathway	SMP0000606	Drug Metabolism	HMDB0014813;HMDB0013866;HMDB0060530;HMDB0060666;HMDB0060585;HMDB0060513;HMDB0060808;HMDB0060615;HMDB0000221;HMDB0059597;HMDB0001377;HMDB0002111;HMDB0000217;HMDB0003178;HMDB0000935;HMDB0060616;HMDB0000295;HMDB0001248;HMDB0061125;HMDB0061124;HMDB0001134;HMDB0061123;HMDB0000061;HMDB0001426;HMDB0060622;HMDB0061085;HMDB0061140	27	8	HMDB0001248;HMDB0014813;HMDB0001377;HMDB0059597;HMDB0000295;HMDB0002111;HMDB0000221;HMDB0000217	0.6073819236793845	0.06941838649155722	1.4685973560923837	0.4591702637926246	0.4591702637926246
Imipramine Metabolism Pathway	SMP0000625	Drug Metabolism	HMDB0001848;HMDB0015282;HMDB0060952;HMDB0060717;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0002111;HMDB0000217;HMDB0003178;HMDB0001487;HMDB0001426;HMDB0000902	13	8	HMDB0001377;HMDB0002111;HMDB0001487;HMDB0000217;HMDB0000221;HMDB0015282;HMDB0000902;HMDB0059597	0.4904538100260462	0.27204502814258913	1.1858752139451185	0.4643857672814315	0.4643857672814315
Ion Channels and Their Functional Role in Vascular Endothelium	SMP0063778	Protein	HMDB0000464;HMDB0000538;HMDB0000250;HMDB0000058;HMDB0000547;HMDB0003178;HMDB0001248;HMDB0001520;HMDB0000027;HMDB0003378;HMDB0001273;HMDB0001314	12	3	HMDB0001248;HMDB0000538;HMDB0000250	0.6864285242600279	0.2729044834307992	1.1863697139948535	0.46563135940854966	0.46563135940854966
Nucleotide Sugars Metabolism	SMP0000010	Metabolic	HMDB0000538;HMDB0003345;HMDB0001341;HMDB0001401;HMDB0001586;HMDB0000547;HMDB0000285;HMDB0000286;HMDB0000250;HMDB0000902;HMDB0002111;HMDB0000935;HMDB0001487;HMDB0001018;HMDB0001967;HMDB0000302;HMDB0000645;HMDB0015531;HMDB0015532;HMDB0000143	20	9	HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000902;HMDB0000250;HMDB0002111;HMDB0000538;HMDB0000302;HMDB0001967	0.4780631122489405	0.25842696629213485	1.1820862295789916	0.46607293017729057	0.46607293017729057
Galactosemia III	SMP0000496	Disease	HMDB0000538;HMDB0003345;HMDB0001341;HMDB0001401;HMDB0001586;HMDB0000547;HMDB0000285;HMDB0000286;HMDB0000250;HMDB0000902;HMDB0002111;HMDB0000935;HMDB0001487;HMDB0001018;HMDB0001967;HMDB0000302;HMDB0000645;HMDB0015531;HMDB0015532;HMDB0000143	20	9	HMDB0001341;HMDB0000302;HMDB0000902;HMDB0001967;HMDB0000538;HMDB0001487;HMDB0003345;HMDB0002111;HMDB0000250	0.4780631122489405	0.25842696629213485	1.1820862295789916	0.46607293017729057	0.46607293017729057
Galactosemia II (GALK)	SMP0000495	Disease	HMDB0000538;HMDB0003345;HMDB0001341;HMDB0001401;HMDB0001586;HMDB0000547;HMDB0000285;HMDB0000286;HMDB0000250;HMDB0000902;HMDB0002111;HMDB0000935;HMDB0001487;HMDB0001018;HMDB0001967;HMDB0000302;HMDB0000645;HMDB0015531;HMDB0015532;HMDB0000143	20	9	HMDB0000250;HMDB0001487;HMDB0001341;HMDB0000902;HMDB0001967;HMDB0002111;HMDB0000538;HMDB0003345;HMDB0000302	0.4780631122489405	0.25842696629213485	1.1820862295789916	0.46607293017729057	0.46607293017729057
Citalopram Metabolism Pathway	SMP0000627	Drug Metabolism	HMDB0005038;HMDB0060462;HMDB0060472;HMDB0014021;HMDB0002111;HMDB0001377;HMDB0000087;HMDB0003125;HMDB0001248;HMDB0000164;HMDB0000051;HMDB0060463;HMDB0001487;HMDB0001426;HMDB0000902;HMDB0003178;HMDB0060654	17	8	HMDB0001487;HMDB0000902;HMDB0001248;HMDB0003125;HMDB0001377;HMDB0000051;HMDB0000164;HMDB0002111	0.6090733590733524	0.06378986866791744	1.4726871016885887	0.46627722582985337	0.46627722582985337
Riboflavin Metabolism	SMP0000070	Metabolic	HMDB0002434;HMDB0001377;HMDB0003364;HMDB0002111;HMDB0000657;HMDB0003826;HMDB0004256;HMDB0001248;HMDB0000045;HMDB0001520;HMDB0000464;HMDB0000538;HMDB0000250;HMDB0000547;HMDB0000244;HMDB0001429;HMDB0001341;HMDB0015532;HMDB0003701	19	10	HMDB0001377;HMDB0000250;HMDB0000045;HMDB0001341;HMDB0001248;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0003826;HMDB0003364	0.580987729226274	0.05765765765765766	1.5017027280786086	0.4697114859333337	0.4697114859333337
Fanconi-Bickel Syndrome	SMP0000572	Disease	HMDB0000122;HMDB0000538;HMDB0001401;HMDB0001341;HMDB0003345;HMDB0003498;HMDB0000124;HMDB0001058;HMDB0000547;HMDB0001112;HMDB0001473;HMDB0001586;HMDB0002111;HMDB0001429;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0001294;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0000243;HMDB0000586	23	11	HMDB0002111;HMDB0001487;HMDB0000538;HMDB0001341;HMDB0001429;HMDB0003391;HMDB0001294;HMDB0003345;HMDB0003498;HMDB0000122;HMDB0000902	0.4368190067983987	0.26881720430107525	1.1732649289554071	0.47177532207004924	0.47177532207004924
Glycogenosis, Type VII. Tarui Disease	SMP0000531	Disease	HMDB0000122;HMDB0000538;HMDB0001401;HMDB0001341;HMDB0003345;HMDB0003498;HMDB0000124;HMDB0001058;HMDB0000547;HMDB0001112;HMDB0001473;HMDB0001586;HMDB0002111;HMDB0001429;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0001294;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0000243;HMDB0000586	23	11	HMDB0001429;HMDB0001487;HMDB0003498;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0000122;HMDB0003391;HMDB0001294;HMDB0003345;HMDB0000902	0.4368190067983987	0.26881720430107525	1.1732649289554071	0.47177532207004924	0.47177532207004924
Glycolysis	SMP0000040	Metabolic	HMDB0000122;HMDB0000538;HMDB0001401;HMDB0001341;HMDB0003345;HMDB0003498;HMDB0000124;HMDB0001058;HMDB0000547;HMDB0001112;HMDB0001473;HMDB0001586;HMDB0002111;HMDB0001429;HMDB0000902;HMDB0001270;HMDB0001487;HMDB0001294;HMDB0000807;HMDB0003391;HMDB0000263;HMDB0000243;HMDB0000586	23	11	HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000902;HMDB0003391;HMDB0001294;HMDB0003498;HMDB0002111;HMDB0000538;HMDB0000122;HMDB0001429	0.4368190067983987	0.26881720430107525	1.1732649289554071	0.47177532207004924	0.47177532207004924
Nitric Oxide Signaling Pathway	SMP0063777	Protein	HMDB0000464;HMDB0003178;HMDB0001248;HMDB0001520;HMDB0000027;HMDB0001429;HMDB0000904;HMDB0003378;HMDB0000517;HMDB0001498;HMDB0014865;HMDB0002786	12	4	HMDB0001429;HMDB0000517;HMDB0001248;HMDB0000904	0.6146955294385773	0.27485380116959063	1.1737173435381556	0.47647855008563755	0.47647855008563755
