Term	TermClass	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
Collapse	Disease	HUBMet000705;HUBMet000872;HUBMet001161;HUBMet001773;HUBMet001847;HUBMet001850;HUBMet002175;HUBMet002833;HUBMet003646;HUBMet003651;HUBMet003770;HUBMet003790;HUBMet003840;HUBMet003843	14	6	HUBMet001850;HUBMet000705;HUBMet003790;HUBMet001161;HUBMet001773;HUBMet003840	-0.2602031450928524	0.9622641509433962	-0.559537225607583	1.1169907179146392	1.0
Leukemia	Disease	HUBMet000001;HUBMet000003;HUBMet000004;HUBMet000012;HUBMet000040;HUBMet001201;HUBMet001689;HUBMet001695;HUBMet001696;HUBMet001697;HUBMet001698;HUBMet001699;HUBMet001700;HUBMet001701;HUBMet001702;HUBMet001706;HUBMet001707;HUBMet001708;HUBMet001709;HUBMet001710;HUBMet002578;HUBMet002624	22	10	HUBMet001700;HUBMet001698;HUBMet001701;HUBMet001708;HUBMet001702;HUBMet001707;HUBMet001699;HUBMet001709;HUBMet001710;HUBMet001689	0.31589537223339687	0.7246653919694073	0.8021532597856491	1.1373129020676744	1.0
Schizophrenia	Disease	HUBMet000001;HUBMet000002;HUBMet000003;HUBMet000004;HUBMet000008;HUBMet000009;HUBMet000010;HUBMet000012;HUBMet000014;HUBMet000016;HUBMet000017;HUBMet000018;HUBMet000019;HUBMet000033;HUBMet000034;HUBMet000040;HUBMet000045;HUBMet000085;HUBMet000094;HUBMet000097;HUBMet000117;HUBMet000122;HUBMet000220;HUBMet000236;HUBMet000268;HUBMet000281;HUBMet000372;HUBMet000452;HUBMet000759;HUBMet000858;HUBMet000885;HUBMet000943;HUBMet000965;HUBMet001034;HUBMet001055;HUBMet001067;HUBMet001073;HUBMet001075;HUBMet001095;HUBMet001162;HUBMet001203;HUBMet001238;HUBMet001259;HUBMet001265;HUBMet001276;HUBMet001306;HUBMet001319;HUBMet001342;HUBMet001349;HUBMet001350;HUBMet001360;HUBMet001432;HUBMet001435;HUBMet001445;HUBMet001446;HUBMet001493;HUBMet001525;HUBMet001541;HUBMet001629;HUBMet001630;HUBMet001631;HUBMet001637;HUBMet001664;HUBMet001689;HUBMet001691;HUBMet001694;HUBMet001695;HUBMet001696;HUBMet001697;HUBMet001698;HUBMet001699;HUBMet001700;HUBMet001701;HUBMet001702;HUBMet001706;HUBMet001707;HUBMet001708;HUBMet001709;HUBMet001710;HUBMet001724;HUBMet001765;HUBMet001771;HUBMet001787;HUBMet001796;HUBMet001844;HUBMet002240;HUBMet002241;HUBMet002278;HUBMet002437;HUBMet002438;HUBMet002507;HUBMet002564;HUBMet002624;HUBMet002791;HUBMet002855;HUBMet002880;HUBMet002885;HUBMet002935;HUBMet003071;HUBMet003517;HUBMet003522;HUBMet003523	102	24	HUBMet001707;HUBMet000097;HUBMet001699;HUBMet001689;HUBMet001708;HUBMet000281;HUBMet000008;HUBMet002437;HUBMet001259;HUBMet001095;HUBMet001629;HUBMet001709;HUBMet001702;HUBMet000016;HUBMet001034;HUBMet001701;HUBMet001710;HUBMet000033;HUBMet001765;HUBMet001698;HUBMet001700;HUBMet001432;HUBMet001691;HUBMet001637	-0.17333481535696296	0.9719438877755511	-0.5683419798993984	1.1390575882847958	1.0
Psychosis	Disease	HUBMet000032;HUBMet000050;HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000281;HUBMet000425;HUBMet000434;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000852;HUBMet000885;HUBMet000893;HUBMet000962;HUBMet000965;HUBMet001095;HUBMet001170;HUBMet001294;HUBMet001495;HUBMet001662;HUBMet001681;HUBMet001693;HUBMet001813;HUBMet001817;HUBMet003485;HUBMet003517;HUBMet003589;HUBMet003646;HUBMet003715;HUBMet003799	35	6	HUBMet000644;HUBMet001095;HUBMet000096;HUBMet000032;HUBMet001662;HUBMet000281	-0.2827504228349675	0.9287211740041929	-0.6080225781897921	1.1396577576548717	1.0
Weight loss	Disease	HUBMet000032;HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000281;HUBMet000425;HUBMet000434;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000852;HUBMet000885;HUBMet000893;HUBMet000962;HUBMet000965;HUBMet001095;HUBMet001170;HUBMet001294;HUBMet001495;HUBMet001662;HUBMet001681;HUBMet001693;HUBMet001813;HUBMet001817;HUBMet003360;HUBMet003485;HUBMet003517;HUBMet003589;HUBMet003799	33	6	HUBMet001662;HUBMet000032;HUBMet000644;HUBMet000096;HUBMet000281;HUBMet001095	-0.2827504228349675	0.9287211740041929	-0.6080225781897921	1.1396577576548717	1.0
Bleeding	Disease	HUBMet000032;HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000281;HUBMet000425;HUBMet000434;HUBMet000514;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000852;HUBMet000885;HUBMet000893;HUBMet000962;HUBMet000965;HUBMet000968;HUBMet001049;HUBMet001095;HUBMet001170;HUBMet001294;HUBMet001495;HUBMet001515;HUBMet001517;HUBMet001662;HUBMet001681;HUBMet001693;HUBMet001772;HUBMet001813;HUBMet001817;HUBMet003485;HUBMet003517;HUBMet003589;HUBMet003799	38	6	HUBMet001662;HUBMet000281;HUBMet000096;HUBMet000644;HUBMet000032;HUBMet001095	-0.2827504228349675	0.9287211740041929	-0.6080225781897921	1.1396577576548717	1.0
Anorexia nervosa	Disease	HUBMet000019;HUBMet000156;HUBMet000228;HUBMet000337;HUBMet000844;HUBMet000871;HUBMet001286;HUBMet001627;HUBMet002282;HUBMet002438;HUBMet002942	11	2	HUBMet000228;HUBMet002282	0.9341317365269457	0.03734439834024896	1.419767909216318	1.146163755781293	1.0
Gastrointestinal disorders	Disease	HUBMet000032;HUBMet000050;HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000265;HUBMet000281;HUBMet000328;HUBMet000425;HUBMet000427;HUBMet000434;HUBMet000514;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000699;HUBMet000705;HUBMet000741;HUBMet000755;HUBMet000852;HUBMet000854;HUBMet000868;HUBMet000870;HUBMet000872;HUBMet000885;HUBMet000893;HUBMet000921;HUBMet000962;HUBMet000965;HUBMet001049;HUBMet001095;HUBMet001110;HUBMet001160;HUBMet001161;HUBMet001170;HUBMet001171;HUBMet001178;HUBMet001294;HUBMet001445;HUBMet001460;HUBMet001495;HUBMet001503;HUBMet001515;HUBMet001517;HUBMet001604;HUBMet001613;HUBMet001662;HUBMet001680;HUBMet001681;HUBMet001693;HUBMet001708;HUBMet001778;HUBMet001813;HUBMet001817;HUBMet001841;HUBMet001847;HUBMet001850;HUBMet002176;HUBMet002243;HUBMet002276;HUBMet002286;HUBMet002288;HUBMet002506;HUBMet002510;HUBMet002582;HUBMet002827;HUBMet002828;HUBMet002833;HUBMet003055;HUBMet003338;HUBMet003351;HUBMet003360;HUBMet003485;HUBMet003517;HUBMet003542;HUBMet003589;HUBMet003590;HUBMet003619;HUBMet003649;HUBMet003651;HUBMet003676;HUBMet003715;HUBMet003728;HUBMet003770;HUBMet003774;HUBMet003779;HUBMet003781;HUBMet003782;HUBMet003790;HUBMet003799;HUBMet003819;HUBMet003823;HUBMet003840;HUBMet003841;HUBMet003843;HUBMet003859;HUBMet003865	101	17	HUBMet001662;HUBMet001841;HUBMet000699;HUBMet000032;HUBMet001850;HUBMet001171;HUBMet000644;HUBMet001708;HUBMet003840;HUBMet000427;HUBMet000705;HUBMet001604;HUBMet000096;HUBMet000281;HUBMet003790;HUBMet001095;HUBMet001161	0.2744715807784398	0.7087378640776699	0.8102709662735321	1.158835082680408	1.0
Adrenoleukodystrophy	Disease	HUBMet000097;HUBMet000614;HUBMet000618;HUBMet001560;HUBMet001703;HUBMet000079;HUBMet001025;HUBMet001557;HUBMet001692;HUBMet001714;HUBMet002633;HUBMet002945;HUBMet002947;HUBMet003055;HUBMet000039;HUBMet000223;HUBMet000276;HUBMet000278;HUBMet000356;HUBMet000402;HUBMet000403;HUBMet000525;HUBMet000534;HUBMet000650;HUBMet001445;HUBMet001706;HUBMet001830;HUBMet001870;HUBMet002574;HUBMet002598;HUBMet002601;HUBMet002937;HUBMet003501	33	6	HUBMet001830;HUBMet002598;HUBMet001692;HUBMet000097;HUBMet000079;HUBMet000276	0.3767535070140275	0.7093690248565966	0.8103689419227486	1.1987599577331143	1.0
Stress response	Disease	HUBMet000255;HUBMet000524;HUBMet000583;HUBMet000707;HUBMet000708;HUBMet000855;HUBMet000909;HUBMet002736;HUBMet002738;HUBMet002740;HUBMet002741;HUBMet002743;HUBMet002744;HUBMet002745;HUBMet003153;HUBMet003197;HUBMet003226;HUBMet003309	18	4	HUBMet000524;HUBMet000909;HUBMet002740;HUBMet002744	0.4481489611385819	0.6963906581740976	0.829359130662318	1.1995764156436581	1.0
Organoleptic effect	Disease	HUBMet000255;HUBMet000524;HUBMet000525;HUBMet000583;HUBMet000707;HUBMet000708;HUBMet000855;HUBMet000909;HUBMet002736;HUBMet002738;HUBMet002740;HUBMet002741;HUBMet002743;HUBMet002744;HUBMet002745;HUBMet003153;HUBMet003197;HUBMet003226;HUBMet003309	19	4	HUBMet002740;HUBMet000524;HUBMet002744;HUBMet000909	0.4481489611385819	0.6963906581740976	0.829359130662318	1.1995764156436581	1.0
Inflammatory response	Disease	HUBMet000290;HUBMet000569;HUBMet001313;HUBMet001427;HUBMet002127;HUBMet002449;HUBMet002451;HUBMet002454;HUBMet002457;HUBMet002460;HUBMet002472;HUBMet002474;HUBMet002477;HUBMet002482;HUBMet002488;HUBMet002489;HUBMet002493;HUBMet002494;HUBMet002495;HUBMet002496;HUBMet002500;HUBMet002511;HUBMet002515;HUBMet002517;HUBMet002520;HUBMet002521;HUBMet002526;HUBMet002537;HUBMet002552;HUBMet002553;HUBMet002554;HUBMet002802;HUBMet002804;HUBMet002807;HUBMet002808;HUBMet002984;HUBMet002991;HUBMet003368	38	6	HUBMet002457;HUBMet002521;HUBMet002520;HUBMet002494;HUBMet002526;HUBMet002554	0.6152304609218437	0.15105162523900573	1.323315240267469	1.2217186543050833	1.0
Cardiovascular disease	Disease	HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000281;HUBMet000425;HUBMet000434;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000852;HUBMet000885;HUBMet000893;HUBMet000962;HUBMet000965;HUBMet001095;HUBMet001170;HUBMet001294;HUBMet001445;HUBMet001495;HUBMet001662;HUBMet001681;HUBMet001693;HUBMet001813;HUBMet001817;HUBMet002176;HUBMet003485;HUBMet003517;HUBMet003589;HUBMet003799	33	5	HUBMet000096;HUBMet000281;HUBMet001095;HUBMet000644;HUBMet001662	-0.30076246536858425	0.9191919191919192	-0.6084546851044178	1.236920099343731	1.0
Celiac disease	Disease	HUBMet000093;HUBMet000098;HUBMet000123;HUBMet000127;HUBMet000242;HUBMet000335;HUBMet000398;HUBMet000404;HUBMet000464;HUBMet000500;HUBMet001078	11	4	HUBMet000123;HUBMet000098;HUBMet001078;HUBMet000398	-0.37424231877522257	0.7920604914933838	-0.7203996106535455	1.2389395340217506	1.0
Hemodialysis	Disease	HUBMet000014;HUBMet000039;HUBMet000062;HUBMet000159;HUBMet000265;HUBMet001082;HUBMet001296;HUBMet001637;HUBMet001662;HUBMet001704;HUBMet001847;HUBMet001850;HUBMet002558;HUBMet002829	14	7	HUBMet001662;HUBMet001296;HUBMet001637;HUBMet002829;HUBMet001850;HUBMet000159;HUBMet001704	-0.28187250548534004	0.8997912317327766	-0.6354387241242235	1.2466177321750798	1.0
Epilepsy	Disease	HUBMet000003;HUBMet000008;HUBMet000012;HUBMet000040;HUBMet000372;HUBMet001025;HUBMet001306;HUBMet001612;HUBMet001645;HUBMet001664;HUBMet001691;HUBMet001695;HUBMet001696;HUBMet001697;HUBMet001698;HUBMet001699;HUBMet001701;HUBMet001702;HUBMet001707;HUBMet001708;HUBMet001709;HUBMet001710;HUBMet001712;HUBMet002633;HUBMet002885;HUBMet003488	26	10	HUBMet001707;HUBMet001699;HUBMet001709;HUBMet001702;HUBMet001701;HUBMet001708;HUBMet001710;HUBMet000008;HUBMet001691;HUBMet001698	0.3873239436619682	0.4646271510516252	0.9835318631129792	1.2616373355089485	1.0
Diabetes mellitus type 2	Disease	HUBMet000017;HUBMet000043;HUBMet000070;HUBMet000102;HUBMet000864;HUBMet000950;HUBMet000965;HUBMet001265;HUBMet001267;HUBMet001319;HUBMet001333;HUBMet001444;HUBMet001445;HUBMet001446;HUBMet001516;HUBMet001692;HUBMet003351;HUBMet003529;HUBMet003632;HUBMet003799	20	5	HUBMet003529;HUBMet001692;HUBMet001267;HUBMet000070;HUBMet001333	-0.3354880217167505	0.8565656565656565	-0.6787058962288037	1.2630241269909324	1.0
Depression	Disease	HUBMet000018;HUBMet000514;HUBMet000705;HUBMet000854;HUBMet000872;HUBMet001161;HUBMet001178;HUBMet001179;HUBMet001349;HUBMet001517;HUBMet001721;HUBMet001850;HUBMet002175;HUBMet002578;HUBMet002833;HUBMet003351;HUBMet003635;HUBMet003636;HUBMet003651;HUBMet003657;HUBMet003728;HUBMet003770;HUBMet003774;HUBMet003779;HUBMet003781;HUBMet003790;HUBMet003817;HUBMet003818;HUBMet003840;HUBMet003843	30	7	HUBMet001179;HUBMet003657;HUBMet001161;HUBMet001850;HUBMet000705;HUBMet003840;HUBMet003790	-0.28612274696049056	0.8893528183716075	-0.6450202475705746	1.2712163111099852	1.0
Chronic renal failure	Disease	HUBMet000009;HUBMet000014;HUBMet000236;HUBMet000591;HUBMet000644;HUBMet001440;HUBMet001662;HUBMet001689;HUBMet003360;HUBMet003375	10	3	HUBMet000644;HUBMet001689;HUBMet001662	-0.41896132146683396	0.8037735849056604	-0.7252624156556858	1.2723816873530693	1.0
Hypertension	Disease	HUBMet000407;HUBMet000514;HUBMet000705;HUBMet000837;HUBMet000872;HUBMet000965;HUBMet001161;HUBMet001350;HUBMet001444;HUBMet001501;HUBMet001503;HUBMet001548;HUBMet001637;HUBMet001692;HUBMet001724;HUBMet001850;HUBMet002506;HUBMet002833;HUBMet003348;HUBMet003360;HUBMet003511;HUBMet003646;HUBMet003651;HUBMet003665;HUBMet003770;HUBMet003790;HUBMet003840;HUBMet003843	28	8	HUBMet003790;HUBMet001637;HUBMet003840;HUBMet000705;HUBMet001692;HUBMet001161;HUBMet001850;HUBMet000407	-0.31652185305635877	0.7941176470588235	-0.7412715295898216	1.287558368771626	1.0
Heart failure	Disease	HUBMet000003;HUBMet000040;HUBMet000514;HUBMet001338;HUBMet001689;HUBMet001695;HUBMet001698;HUBMet001699;HUBMet001701;HUBMet001706;HUBMet001707;HUBMet002177	12	5	HUBMet001698;HUBMet001707;HUBMet001699;HUBMet001701;HUBMet001689	0.41441441441441396	0.6851485148514852	0.8318250287921317	1.2880306321205142	1.0
Very long chain acyl-coa dehydrogenase deficiency	Disease	HUBMet000079;HUBMet000093;HUBMet000123;HUBMet000127;HUBMet000242;HUBMet000335;HUBMet000390;HUBMet000398;HUBMet000500;HUBMet000622;HUBMet000771;HUBMet001524;HUBMet003474	13	3	HUBMet000123;HUBMet000079;HUBMet000398	0.6046259866316974	0.5042553191489362	1.0156373750814887	1.2974246149221025	1.0
Headache	Disease	HUBMet000050;HUBMet000265;HUBMet000514;HUBMet000705;HUBMet000741;HUBMet000755;HUBMet000872;HUBMet001160;HUBMet001161;HUBMet001290;HUBMet001298;HUBMet001440;HUBMet001503;HUBMet001604;HUBMet001680;HUBMet001772;HUBMet001850;HUBMet002176;HUBMet002506;HUBMet002833;HUBMet003351;HUBMet003360;HUBMet003497;HUBMet003649;HUBMet003651;HUBMet003770;HUBMet003790;HUBMet003840;HUBMet003843;HUBMet003890	30	6	HUBMet000705;HUBMet001850;HUBMet001604;HUBMet003840;HUBMet003790;HUBMet001161	0.46160525261994023	0.4837476099426386	0.9928787740194185	1.3022181861699507	1.0
Vomiting	Disease	HUBMet000032;HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000265;HUBMet000281;HUBMet000425;HUBMet000427;HUBMet000434;HUBMet000514;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000699;HUBMet000705;HUBMet000741;HUBMet000852;HUBMet000854;HUBMet000868;HUBMet000872;HUBMet000885;HUBMet000893;HUBMet000962;HUBMet000965;HUBMet001049;HUBMet001095;HUBMet001110;HUBMet001160;HUBMet001161;HUBMet001170;HUBMet001294;HUBMet001445;HUBMet001460;HUBMet001495;HUBMet001515;HUBMet001517;HUBMet001613;HUBMet001662;HUBMet001680;HUBMet001681;HUBMet001693;HUBMet001708;HUBMet001813;HUBMet001817;HUBMet001841;HUBMet001847;HUBMet001850;HUBMet002176;HUBMet002243;HUBMet002510;HUBMet002828;HUBMet002833;HUBMet003055;HUBMet003338;HUBMet003351;HUBMet003360;HUBMet003485;HUBMet003517;HUBMet003542;HUBMet003589;HUBMet003651;HUBMet003676;HUBMet003715;HUBMet003728;HUBMet003770;HUBMet003774;HUBMet003779;HUBMet003781;HUBMet003782;HUBMet003790;HUBMet003799;HUBMet003823;HUBMet003840;HUBMet003841;HUBMet003843;HUBMet003859	80	15	HUBMet001662;HUBMet000281;HUBMet003840;HUBMet000427;HUBMet001841;HUBMet003790;HUBMet000096;HUBMet001708;HUBMet001161;HUBMet000032;HUBMet001095;HUBMet000644;HUBMet000699;HUBMet000705;HUBMet001850	-0.2607231068157156	0.821656050955414	-0.7508193630434115	1.3138912792495934	1.0
D-glyceric acidura	Disease	HUBMet000017;HUBMet000039;HUBMet000094;HUBMet000134;HUBMet000415;HUBMet000673;HUBMet000871;HUBMet001025;HUBMet001283;HUBMet001471;HUBMet001631;HUBMet001818;HUBMet002537;HUBMet002633;HUBMet002658;HUBMet002915;HUBMet002937;HUBMet002945;HUBMet003055;HUBMet003751	20	2	HUBMet000415;HUBMet003751	0.5933153993438576	0.6556016597510373	0.9017680602140368	1.3154219647852305	1.0
Pyridoxine dependency with seizures	Disease	HUBMet000122;HUBMet000871;HUBMet001342;HUBMet001695;HUBMet001700;HUBMet001703;HUBMet001705;HUBMet001818;HUBMet002840;HUBMet002891;HUBMet002937;HUBMet002938;HUBMet002945;HUBMet002947;HUBMet003055;HUBMet003352	16	1	HUBMet001700	-0.6869391824526372	0.6593625498007968	-0.9090522022066747	1.3199956309990826	1.0
Dizziness	Disease	HUBMet000265;HUBMet000281;HUBMet000514;HUBMet000699;HUBMet000741;HUBMet000868;HUBMet000870;HUBMet000872;HUBMet000921;HUBMet001064;HUBMet001160;HUBMet001178;HUBMet001290;HUBMet001298;HUBMet001680;HUBMet001778;HUBMet002176;HUBMet002288;HUBMet002578;HUBMet002827;HUBMet003351;HUBMet003542;HUBMet003590;HUBMet003649;HUBMet003676;HUBMet003774;HUBMet003840;HUBMet003890	28	4	HUBMet000281;HUBMet000699;HUBMet001064;HUBMet003840	-0.42422936818704393	0.6862003780718336	-0.8166224297399791	1.3245917383009282	1.0
Confusion	Disease	HUBMet000032;HUBMet000050;HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000281;HUBMet000425;HUBMet000434;HUBMet000514;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000699;HUBMet000755;HUBMet000852;HUBMet000885;HUBMet000893;HUBMet000962;HUBMet000965;HUBMet001095;HUBMet001170;HUBMet001294;HUBMet001495;HUBMet001662;HUBMet001680;HUBMet001681;HUBMet001693;HUBMet001708;HUBMet001813;HUBMet001817;HUBMet002176;HUBMet002578;HUBMet002582;HUBMet002827;HUBMet003351;HUBMet003485;HUBMet003517;HUBMet003542;HUBMet003589;HUBMet003646;HUBMet003649;HUBMet003676;HUBMet003774;HUBMet003799;HUBMet003806;HUBMet003817;HUBMet003841;HUBMet003858	52	8	HUBMet000096;HUBMet001662;HUBMet000644;HUBMet001095;HUBMet001708;HUBMet000699;HUBMet000281;HUBMet000032	-0.32804573459584435	0.7605042016806722	-0.7682596355076312	1.3259225913302097	1.0
Psychiatric disorders	Disease	HUBMet000018;HUBMet000032;HUBMet000033;HUBMet000050;HUBMet000062;HUBMet000089;HUBMet000096;HUBMet000099;HUBMet000144;HUBMet000205;HUBMet000236;HUBMet000265;HUBMet000281;HUBMet000425;HUBMet000434;HUBMet000514;HUBMet000578;HUBMet000591;HUBMet000644;HUBMet000699;HUBMet000705;HUBMet000755;HUBMet000852;HUBMet000854;HUBMet000868;HUBMet000872;HUBMet000885;HUBMet000893;HUBMet000962;HUBMet000965;HUBMet001050;HUBMet001055;HUBMet001095;HUBMet001160;HUBMet001161;HUBMet001170;HUBMet001178;HUBMet001179;HUBMet001294;HUBMet001349;HUBMet001461;HUBMet001495;HUBMet001517;HUBMet001603;HUBMet001662;HUBMet001680;HUBMet001681;HUBMet001693;HUBMet001708;HUBMet001720;HUBMet001721;HUBMet001813;HUBMet001817;HUBMet001843;HUBMet001850;HUBMet002175;HUBMet002176;HUBMet002578;HUBMet002582;HUBMet002827;HUBMet002833;HUBMet002862;HUBMet003351;HUBMet003485;HUBMet003517;HUBMet003542;HUBMet003589;HUBMet003619;HUBMet003635;HUBMet003636;HUBMet003646;HUBMet003649;HUBMet003651;HUBMet003657;HUBMet003676;HUBMet003715;HUBMet003728;HUBMet003770;HUBMet003774;HUBMet003779;HUBMet003781;HUBMet003790;HUBMet003799;HUBMet003806;HUBMet003809;HUBMet003817;HUBMet003818;HUBMet003840;HUBMet003841;HUBMet003843;HUBMet003858	91	16	HUBMet000705;HUBMet000644;HUBMet003657;HUBMet001179;HUBMet001095;HUBMet000033;HUBMet000096;HUBMet001850;HUBMet001161;HUBMet000032;HUBMet000699;HUBMet001708;HUBMet001662;HUBMet000281;HUBMet003790;HUBMet003840	-0.28333892619713186	0.7255717255717256	-0.8354939787673514	1.3343408576103812	1.0
Glutaminolysis and Cancer	Disease	HUBMet000003;HUBMet000033;HUBMet000039;HUBMet000122;HUBMet000328;HUBMet000737;HUBMet000858;HUBMet000871;HUBMet001025;HUBMet001171;HUBMet001365;HUBMet001435;HUBMet001645;HUBMet001691;HUBMet001695;HUBMet001696;HUBMet001699;HUBMet001765;HUBMet001818;HUBMet001848;HUBMet002278;HUBMet002633;HUBMet002937;HUBMet002938;HUBMet002944;HUBMet002945;HUBMet002947;HUBMet002993;HUBMet003055;HUBMet003488	30	5	HUBMet000033;HUBMet001171;HUBMet001699;HUBMet001691;HUBMet001765	0.41441441441441884	0.6851485148514852	0.8318250287921415	1.3395518574053347	1.0
Sarcosine Oncometabolite Pathway 	Disease	HUBMet000001;HUBMet000014;HUBMet000015;HUBMet000039;HUBMet000052;HUBMet000151;HUBMet000871;HUBMet001333;HUBMet001662;HUBMet001701;HUBMet001706;HUBMet001818;HUBMet002277;HUBMet002289;HUBMet002625;HUBMet002633	16	4	HUBMet000015;HUBMet001333;HUBMet001701;HUBMet001662	0.4695015435053824	0.6454352441613588	0.8688749182346763	1.3522399324930467	1.0
Cirrhosis	Disease	HUBMet000016;HUBMet000024;HUBMet000082;HUBMet000114;HUBMet000135;HUBMet000136;HUBMet000425;HUBMet000434;HUBMet000591;HUBMet001225;HUBMet001427;HUBMet001691;HUBMet001713;HUBMet001724;HUBMet002833;HUBMet002890;HUBMet003665;HUBMet003859	18	3	HUBMet000016;HUBMet002890;HUBMet001691	0.5414585414585384	0.6234042553191489	0.9095300961607257	1.3544562341419852	1.0
Obesity	Disease	HUBMet000043;HUBMet000102;HUBMet000290;HUBMet000722;HUBMet000965;HUBMet001265;HUBMet001444;HUBMet002443;HUBMet002444;HUBMet002445;HUBMet002446;HUBMet002447;HUBMet002448;HUBMet002449;HUBMet002451;HUBMet002452;HUBMet002453;HUBMet002454;HUBMet002455;HUBMet002456;HUBMet002457;HUBMet002458;HUBMet002459;HUBMet002460;HUBMet002461;HUBMet002462;HUBMet002463;HUBMet002464;HUBMet002465;HUBMet002466;HUBMet002467;HUBMet002468;HUBMet002469;HUBMet002470;HUBMet002471;HUBMet002472;HUBMet002473;HUBMet002474;HUBMet002475;HUBMet002476;HUBMet002477;HUBMet002478;HUBMet002479;HUBMet002480;HUBMet002481;HUBMet002482;HUBMet002483;HUBMet002484;HUBMet002485;HUBMet002486;HUBMet002487;HUBMet002488;HUBMet002489;HUBMet002490;HUBMet002491;HUBMet002492;HUBMet002493;HUBMet002494;HUBMet002495;HUBMet002496;HUBMet002497;HUBMet002498;HUBMet002499;HUBMet002500;HUBMet002511;HUBMet002512;HUBMet002513;HUBMet002514;HUBMet002515;HUBMet002516;HUBMet002517;HUBMet002518;HUBMet002519;HUBMet002520;HUBMet002521;HUBMet002522;HUBMet002523;HUBMet002524;HUBMet002525;HUBMet002526;HUBMet002527;HUBMet002528;HUBMet002529;HUBMet002530;HUBMet002531;HUBMet002533;HUBMet002534;HUBMet002535;HUBMet002536;HUBMet002537;HUBMet002538;HUBMet002539;HUBMet002540;HUBMet002541;HUBMet002542;HUBMet002543;HUBMet002544;HUBMet002545;HUBMet002546;HUBMet002547;HUBMet002548;HUBMet002549;HUBMet002550;HUBMet002551;HUBMet002552;HUBMet002553;HUBMet002554;HUBMet002802;HUBMet002804;HUBMet002805;HUBMet002806;HUBMet002807;HUBMet002808;HUBMet002809;HUBMet002810;HUBMet002811;HUBMet002812;HUBMet002813;HUBMet002814;HUBMet002815;HUBMet002958;HUBMet002983;HUBMet002984;HUBMet002985;HUBMet002986;HUBMet002987;HUBMet002988;HUBMet002989;HUBMet002990;HUBMet002991;HUBMet002992	131	19	HUBMet002470;HUBMet002521;HUBMet002548;HUBMet002492;HUBMet002514;HUBMet002547;HUBMet002526;HUBMet002544;HUBMet002538;HUBMet002461;HUBMet002457;HUBMet002539;HUBMet002520;HUBMet002491;HUBMet002543;HUBMet002554;HUBMet002494;HUBMet002485;HUBMet002513	-0.2802750427903429	0.6389452332657201	-0.871025003663613	1.3595010318841483	1.0
The oncogenic action of 2-hydroxyglutarate	Disease	HUBMet000039;HUBMet000106;HUBMet000122;HUBMet000328;HUBMet000737;HUBMet000858;HUBMet000871;HUBMet001025;HUBMet001171;HUBMet001365;HUBMet001435;HUBMet001645;HUBMet001695;HUBMet001696;HUBMet001765;HUBMet001818;HUBMet001848;HUBMet002278;HUBMet002633;HUBMet002937;HUBMet002938;HUBMet002944;HUBMet002945;HUBMet002947;HUBMet002993;HUBMet003055;HUBMet003488;HUBMet003929	28	2	HUBMet001171;HUBMet001765	0.6706586826347283	0.4896265560165975	1.0193205502065843	1.3642584105932294	1.0
Congenital lactic acidosis	Disease	HUBMet000039;HUBMet000122;HUBMet000328;HUBMet000737;HUBMet000858;HUBMet000871;HUBMet001025;HUBMet001171;HUBMet001365;HUBMet001435;HUBMet001645;HUBMet001765;HUBMet001818;HUBMet001848;HUBMet002278;HUBMet002633;HUBMet002938;HUBMet002944;HUBMet002945;HUBMet002947;HUBMet002993;HUBMet003055;HUBMet003488;HUBMet003929	24	2	HUBMet001171;HUBMet001765	0.6706586826347283	0.4896265560165975	1.0193205502065843	1.3642584105932294	1.0
