reactome_name	reactome_id	up_reactome_name	up_reactome_id	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
RA biosynthesis pathway	R-HSA-5365859	Signaling by Retinoic Acid	R-HSA-5362517	HMDB0001852;HMDB0002111;HMDB0059597;HMDB0001377;HMDB0002152;HMDB0006216;HMDB0000221;HMDB0000305;HMDB0001358;HMDB0304435;HMDB0015532;HMDB0002369;HMDB0006254;HMDB0006218	14	5	HMDB0001377;HMDB0002111;HMDB0000221;HMDB0059597;HMDB0001852	0.6929740134744954	0.0777988614800759	1.4313096920320136	0.5210647512255737	0.5210647512255737
Vitamins	R-HSA-211916	Cytochrome P450 - arranged by substrate type	R-HSA-211897	HMDB0001852;HMDB0002111;HMDB0059597;HMDB0001377;HMDB0000221;HMDB0001903;HMDB0003550;HMDB0304435;HMDB0000876;HMDB0002369;HMDB0006254	11	5	HMDB0000221;HMDB0001852;HMDB0001377;HMDB0002111;HMDB0059597	0.6929740134744954	0.0777988614800759	1.4313096920320136	0.5210647512255737	0.5210647512255737
CYP2E1 reactions	R-HSA-211999	Xenobiotics	R-HSA-211981	HMDB0000990;HMDB0002111;HMDB0059597;HMDB0001377;HMDB0000228;HMDB0000108;HMDB0000221;HMDB0001505;HMDB0000492;HMDB0304435;HMDB0001362;HMDB0031330;HMDB0259823;HMDB0060946;HMDB0001859;HMDB0015290	16	5	HMDB0000990;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0002111	0.6929740134744954	0.0777988614800759	1.4313096920320136	0.5210647512255737	0.5210647512255737
Amino acid transport across the plasma membrane	R-HSA-352230	Transport of inorganic cations/anions and amino acids/oligopeptides	R-HSA-425393	HMDB0059597;HMDB0001310;HMDB0000192;HMDB0003406;HMDB0000056;HMDB0000492;HMDB0000670;HMDB0029416;HMDB0000588;HMDB0062762;HMDB0006284	11	1	HMDB0059597	0.8092042186001926	0.38414634146341464	1.0815496251999033	0.526183141335842	0.526183141335842
Events associated with phagocytolytic activity of PMN cells	R-HSA-8941413	ROS and RNS production in phagocytes	R-HSA-1222556	HMDB0012974;HMDB0002111;HMDB0059597;HMDB0003125;HMDB0000492;HMDB0001453;HMDB0060493;HMDB0001050;HMDB0000803;HMDB0000692;HMDB0255649	11	3	HMDB0059597;HMDB0002111;HMDB0003125	0.6061479346781947	0.4522417153996101	1.0476189821481412	0.5303544991786489	0.5303544991786489
Vitamins B6 activation to pyridoxal phosphate	R-HSA-964975	Metabolism of water-soluble vitamins and cofactors	R-HSA-196849	HMDB0002111;HMDB0001377;HMDB0003125;HMDB0001431;HMDB0000239;HMDB0001545;HMDB0000017;HMDB0001555;HMDB0001319;HMDB0041827;HMDB0015532	11	3	HMDB0003125;HMDB0001377;HMDB0002111	0.6061479346781947	0.4522417153996101	1.0476189821481412	0.5303544991786489	0.5303544991786489
Nicotinate metabolism	R-HSA-196807	Metabolism of water-soluble vitamins and cofactors	R-HSA-196849	HMDB0002111;HMDB0059597;HMDB0001132;HMDB0000855;HMDB0001967;HMDB0001406;HMDB0304435;HMDB0001179;HMDB0000547;HMDB0015532	10	4	HMDB0059597;HMDB0002111;HMDB0001406;HMDB0001967	0.5542184475178868	0.42105263157894735	1.0582406619333236	0.5319300613263176	0.5319300613263176
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	R-HSA-193368	Synthesis of bile acids and bile salts	R-HSA-192105	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0001275;HMDB0000067;HMDB0003125;HMDB0003533;HMDB0000221;HMDB0001457;HMDB0000949;HMDB0000951;HMDB0000359;HMDB0001231;HMDB0001496;HMDB0001993;HMDB0304435;HMDB0000601;HMDB0006892;HMDB0006891;HMDB0006895;HMDB0006894;HMDB0006889;HMDB0006893;HMDB0002197;HMDB0006896;HMDB0012455;HMDB0000626;HMDB0060305;HMDB0062224	29	9	HMDB0001275;HMDB0003125;HMDB0001231;HMDB0002197;HMDB0002111;HMDB0001377;HMDB0059597;HMDB0000221;HMDB0012455	0.4189012599260955	0.4400749063670412	1.0357992453809632	0.5405809739880512	0.5405809739880512
Cholesterol biosynthesis	R-HSA-191273	Metabolism of steroids	R-HSA-8957322	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0000256;HMDB0001188;HMDB0001278;HMDB0304356;HMDB0001090;HMDB0001120;HMDB0000067;HMDB0000221;HMDB0001251;HMDB0001967;HMDB0001347;HMDB0001285;HMDB0000961;HMDB0001023;HMDB0010315;HMDB0304435;HMDB0006271;HMDB0001286;HMDB0000547;HMDB0001915;HMDB0006839;HMDB0014543;HMDB0304222;HMDB0302447	27	7	HMDB0002111;HMDB0010315;HMDB0000221;HMDB0006271;HMDB0001967;HMDB0001377;HMDB0059597	0.4250515299047673	0.4316546762589928	0.9959667654976884	0.5865924215515569	0.5865924215515569
Metabolism of Angiotensinogen to Angiotensins	R-HSA-2022377	Peptide hormone metabolism	R-HSA-2980736	HMDB0060574;HMDB0041907;HMDB0042005;HMDB0041908;HMDB0002111;HMDB0000492;HMDB0015532;HMDB0014682;HMDB0062762;HMDB0015328;HMDB0001938;HMDB0014722;HMDB0041886;HMDB0014635;HMDB0060579;HMDB0014928;HMDB0015019;HMDB0014324;HMDB0060582	19	1	HMDB0002111	0.6903163950143824	0.6178861788617886	0.9226489693648464	0.6700780461655758	0.6700780461655758
HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	R-HSA-3371497	Cellular responses to stress	R-HSA-2262752	HMDB0002111;HMDB0002961;HMDB0000053;HMDB0001547;HMDB0000016;HMDB0001830;HMDB0000234;HMDB0000063;HMDB0000037;HMDB0015364;HMDB0014537	11	1	HMDB0002111	0.6903163950143824	0.6178861788617886	0.9226489693648464	0.6700780461655758	0.6700780461655758
Neurotransmitter release cycle	R-HSA-112310	Transmission across Chemical Synapses	R-HSA-112315	HMDB0002111;HMDB0000220;HMDB0000149;HMDB0000207;HMDB0004080;HMDB0000806;HMDB0000638;HMDB0002100;HMDB0002088;HMDB0013078;HMDB0303351	11	1	HMDB0002111	0.6903163950143824	0.6178861788617886	0.9226489693648464	0.6700780461655758	0.6700780461655758
G alpha (s) signalling events	R-HSA-418555	GPCR downstream signalling	R-HSA-388396	HMDB0002111;HMDB0001220;HMDB0001335;HMDB0001403;HMDB0000050;HMDB0012275;HMDB0000547;HMDB0000626;HMDB0015532;HMDB0014380	10	1	HMDB0002111	0.6903163950143824	0.6178861788617886	0.9226489693648464	0.6700780461655758	0.6700780461655758
Cytosolic sulfonation of small molecules	R-HSA-156584	Phase II - Conjugation of compounds	R-HSA-156580	HMDB0242165;HMDB0002111;HMDB0000228;HMDB0000067;HMDB0000151;HMDB0062723;HMDB0000253;HMDB0001232;HMDB0000145;HMDB0001425;HMDB0002580;HMDB0255151;HMDB0000547;HMDB0060015;HMDB0000077;HMDB0060074;HMDB0059911;HMDB0060382;HMDB0006492;HMDB0005869;HMDB0246002;HMDB0003036;HMDB0006275;HMDB0001859;HMDB0004448;HMDB0005949;HMDB0304464;HMDB0246539	28	3	HMDB0006492;HMDB0002111;HMDB0006275	0.5097771262931695	0.6647173489278753	0.8810591666095243	0.7017975433477674	0.7017975433477674
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	R-HSA-2162123	Arachidonic acid metabolism	R-HSA-2142753	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0003175;HMDB0002776;HMDB0012481;HMDB0001220;HMDB0001335;HMDB0001139;HMDB0001381;HMDB0001403;HMDB0062297;HMDB0001452;HMDB0000699;HMDB0000125;HMDB0002710;HMDB0060095;HMDB0010199;HMDB0011137;HMDB0003235;HMDB0014905;HMDB0002752;HMDB0004236;HMDB0004238;HMDB0002886;HMDB0004240;HMDB0004242;HMDB0003252;HMDB0302214;HMDB0005079;HMDB0014959;HMDB0005014;HMDB0001859;HMDB0006112;HMDB0015565;HMDB0005033;HMDB0004685;HMDB0012535;HMDB0015403	39	9	HMDB0005014;HMDB0015565;HMDB0015403;HMDB0003175;HMDB0005079;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0004238	0.36157195743632947	0.601123595505618	0.8940435288486401	0.7029061631750796	0.7029061631750796
G alpha (i) signalling events	R-HSA-418594	GPCR downstream signalling	R-HSA-388396	HMDB0015464;HMDB0000895;HMDB0001220;HMDB0001403;HMDB0002200;HMDB0014611;HMDB0001488;HMDB0035921;HMDB0302538;HMDB0013609;HMDB0000050;HMDB0001389;HMDB0001198;HMDB0001201;HMDB0014589;HMDB0003546;HMDB0003345;HMDB0000258;HMDB0029943;HMDB0000547;HMDB0015466;HMDB0035742;HMDB0004080;HMDB0035030;HMDB0001847;HMDB0015245;HMDB0248598;HMDB0302701;HMDB0003080;HMDB0001894;HMDB0001218;HMDB0000464;HMDB0029723;HMDB0006111;HMDB0038445;HMDB0303206;HMDB0000190;HMDB0242470;HMDB0004666;HMDB0010217;HMDB0005096;HMDB0004385;HMDB0005843;HMDB0031849;HMDB0033439;HMDB0034070	46	5	HMDB0014589;HMDB0003546;HMDB0003345;HMDB0003080;HMDB0001894	0.42927273571503183	0.6242884250474383	0.8866454083514284	0.7049076126809347	0.7049076126809347
Fatty acyl-CoA biosynthesis	R-HSA-75105	Fatty acid metabolism	R-HSA-8978868	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0001322;HMDB0000220;HMDB0000221;HMDB0001967;HMDB0304435;HMDB0000094;HMDB0000511;HMDB0000513	11	5	HMDB0000221;HMDB0001967;HMDB0001377;HMDB0059597;HMDB0002111	0.6929740134744955	0.0777988614800759	1.4313096920320139	0.716464032935164	0.716464032935164
Glucocorticoid biosynthesis	R-HSA-194002	Metabolism of steroid hormones	R-HSA-196071	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0000221;HMDB0000253;HMDB0002802;HMDB0000016;HMDB0001830;HMDB0000374;HMDB0000063;HMDB0304435;HMDB0000037;HMDB0000015;HMDB0000363;HMDB0062522	15	5	HMDB0002111;HMDB0002802;HMDB0000221;HMDB0059597;HMDB0001377	0.6929740134744955	0.0777988614800759	1.4313096920320139	0.716464032935164	0.716464032935164
Nicotinamide salvaging	R-HSA-197264	Nicotinate metabolism	R-HSA-196807	HMDB0000042;HMDB0002111;HMDB0059597;HMDB0001377;HMDB0001335;HMDB0001381;HMDB0001132;HMDB0001488;HMDB0003125;HMDB0000221;HMDB0000699;HMDB0001406;HMDB0000547;HMDB0003235;HMDB0014905;HMDB0000588;HMDB0000237;HMDB0014959;HMDB0005014;HMDB0000190;HMDB0015565;HMDB0005033;HMDB0015403	23	9	HMDB0015403;HMDB0005014;HMDB0001406;HMDB0015565;HMDB0003125;HMDB0001377;HMDB0000221;HMDB0059597;HMDB0002111	0.33010860009233045	0.6891385767790262	0.8162454296024946	0.7692615747093182	0.7692615747093182
Glycolysis	R-HSA-70171	Glucose metabolism	R-HSA-70326	HMDB0002111;HMDB0059597;HMDB0001254;HMDB0000131;HMDB0003345;HMDB0003514;HMDB0000547;HMDB0001047;HMDB0041827;HMDB0000586;HMDB0000094	11	4	HMDB0059597;HMDB0001047;HMDB0002111;HMDB0003345	0.42916302691308733	0.6998050682261209	0.8194562409674334	0.7743944388370355	0.7743944388370355
Glutathione conjugation	R-HSA-156590	Phase II - Conjugation of compounds	R-HSA-156580	HMDB0002111;HMDB0304356;HMDB0001550;HMDB0000125;HMDB0002306;HMDB0255987;HMDB0060946;HMDB0062470;HMDB0006558;HMDB0060423;HMDB0243844;HMDB0062525	12	3	HMDB0002111;HMDB0001550;HMDB0002306	0.4496293377135212	0.7738791423001949	0.7771044033490904	0.8109295463302846	0.8109295463302846
Pyrimidine salvage	R-HSA-73614	Nucleotide salvage	R-HSA-8956321	HMDB0002111;HMDB0000014;HMDB0000012;HMDB0000296;HMDB0000089;HMDB0000300;HMDB0000273;HMDB0000767;HMDB0000262;HMDB0010337;HMDB0001271;HMDB0000547;HMDB0041827;HMDB0015532	14	2	HMDB0000273;HMDB0002111	0.48697573915855874	0.8306772908366534	0.7539518861037124	0.8295420488934858	0.8295420488934858
Lysine catabolism	R-HSA-71064	Metabolism of amino acids and derivatives	R-HSA-71291	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0000225;HMDB0000051;HMDB0033934;HMDB0003125;HMDB0000221;HMDB0001967;HMDB0059600;HMDB0000279;HMDB0000962;HMDB0304435;HMDB0245508	14	8	HMDB0002111;HMDB0000051;HMDB0000279;HMDB0000221;HMDB0059597;HMDB0003125;HMDB0001377;HMDB0001967	0.6361414803560697	0.04878048780487805	1.5381354955251667	0.837778093248697	0.837778093248697
Thyroxine biosynthesis	R-HSA-209968	Metabolism of amine-derived hormones	R-HSA-209776	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0003125;HMDB0012238;HMDB0000221;HMDB0000675;HMDB0304435;HMDB0000248;HMDB0000021;HMDB0060074;HMDB0000588;HMDB0059634	13	7	HMDB0059597;HMDB0003125;HMDB0000221;HMDB0000675;HMDB0001377;HMDB0012238;HMDB0002111	-0.2816570017359421	0.8716216216216216	-0.6573687234182556	0.8783786741371387	0.8783786741371387
Synthesis of Leukotrienes (LT) and Eoxins (EX)	R-HSA-2142691	Arachidonic acid metabolism	R-HSA-2142753	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0001193;HMDB0001509;HMDB0001085;HMDB0002995;HMDB0002200;HMDB0001337;HMDB0001198;HMDB0006059;HMDB0004234;HMDB0003080;HMDB0000692;HMDB0015532;HMDB0000464;HMDB0012641;HMDB0005087;HMDB0005088	19	5	HMDB0001509;HMDB0003080;HMDB0001377;HMDB0059597;HMDB0002111	0.33909478635093626	0.8406072106261859	0.700386514911476	0.8784981616674143	0.8784981616674143
Branched-chain amino acid catabolism	R-HSA-70895	Metabolism of amino acids and derivatives	R-HSA-71291	HMDB0002111;HMDB0059597;HMDB0001356;HMDB0001157;HMDB0002054;HMDB0001243;HMDB0001057;HMDB0001275;HMDB0001967;HMDB0000019;HMDB0001011;HMDB0001052;HMDB0001333;HMDB0304000	14	5	HMDB0001967;HMDB0001275;HMDB0002111;HMDB0059597;HMDB0001333	-0.3501969828971628	0.773784355179704	-0.7418826263441931	0.8798231599220853	0.8798231599220853
Metabolism of ingested SeMet, Sec, MeSec into H2Se	R-HSA-2408508	Selenoamino acid metabolism	R-HSA-2408522	HMDB0002111;HMDB0000051;HMDB0033934;HMDB0000050;HMDB0011110;HMDB0003288;HMDB0000699;HMDB0001406;HMDB0003178;HMDB0001875;HMDB0000547;HMDB0006343;HMDB0004113;HMDB0000898;HMDB0000586;HMDB0003966;HMDB0000005;HMDB0060488;HMDB0062526;HMDB0004119	20	4	HMDB0000051;HMDB0000898;HMDB0002111;HMDB0001406	0.3572516642992102	0.8635477582846004	0.6821466145667702	0.8821870633101848	0.8821870633101848
alpha-linolenic acid (ALA) metabolism	R-HSA-2046106	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	R-HSA-2046104	HMDB0002111;HMDB0001377;HMDB0001275;HMDB0003125;HMDB0000221;HMDB0001967;HMDB0304435;HMDB0000547;HMDB0001388;HMDB0060311;HMDB0060312;HMDB0060313	12	6	HMDB0003125;HMDB0001377;HMDB0001275;HMDB0002111;HMDB0000221;HMDB0001967	0.30923295466834777	0.8534322820037106	0.6862487245965809	0.8849236203366672	0.8849236203366672
Heme degradation	R-HSA-189483	Metabolism of porphyrins	R-HSA-189445	HMDB0002111;HMDB0001377;HMDB0060169;HMDB0000221;HMDB0001361;HMDB0003178;HMDB0000295;HMDB0304435;HMDB0000692;HMDB0015532;HMDB0004160;HMDB0004158	12	5	HMDB0001377;HMDB0000221;HMDB0000295;HMDB0002111;HMDB0004160	0.6929740134744956	0.0777988614800759	1.431309692032014	0.9552853772468853	0.9552853772468853
FMO oxidises nucleophiles	R-HSA-217271	Phase I - Functionalization of compounds	R-HSA-211945	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0000925;HMDB0000221;HMDB0304435;HMDB0000906;HMDB0000547;HMDB0014813;HMDB0014901;HMDB0060513	11	5	HMDB0001377;HMDB0000221;HMDB0014813;HMDB0002111;HMDB0059597	0.6929740134744956	0.0777988614800759	1.431309692032014	0.9552853772468853	0.9552853772468853
Beta-oxidation of pristanoyl-CoA	R-HSA-389887	Peroxisomal lipid metabolism	R-HSA-390918	HMDB0000042;HMDB0002111;HMDB0059597;HMDB0001377;HMDB0001275;HMDB0003125;HMDB0002057;HMDB0062535;HMDB0006202;HMDB0062353	10	5	HMDB0001275;HMDB0003125;HMDB0002111;HMDB0001377;HMDB0059597	-0.35954519084255593	0.758985200845666	-0.7616865464258704	0.9622518657941388	0.9622518657941388
Glycosphingolipid metabolism	R-HSA-1660662	Sphingolipid metabolism	R-HSA-428157	HMDB0002111;HMDB0012089;HMDB0012092;HMDB0012096;HMDB0003345;HMDB0001565;HMDB0000547;HMDB0000143;HMDB0000077;HMDB0000464;HMDB0062807	11	2	HMDB0003345;HMDB0002111	0.32053742802302965	0.9760956175298805	0.4962666083578935	0.9856415664483157	0.9856415664483157
Miscellaneous substrates	R-HSA-211958	Cytochrome P450 - arranged by substrate type	R-HSA-211897	HMDB0001852;HMDB0002111;HMDB0059597;HMDB0001377;HMDB0000221;HMDB0000738;HMDB0000234;HMDB0304435;HMDB0061918;HMDB0006254	10	6	HMDB0001377;HMDB0000221;HMDB0000738;HMDB0001852;HMDB0002111;HMDB0059597	0.7077724658130627	0.04823747680890538	1.5706862565463409	1.0325701190452048	1.0
G alpha (q) signalling events	R-HSA-416476	GPCR downstream signalling	R-HSA-388396	HMDB0000895;HMDB0000042;HMDB0059597;HMDB0001220;HMDB0001139;HMDB0001452;HMDB0001085;HMDB0002995;HMDB0002200;HMDB0304356;HMDB0000220;HMDB0000207;HMDB0001198;HMDB0001201;HMDB0001388;HMDB0000573;HMDB0001999;HMDB0003073;HMDB0003080;HMDB0003229;HMDB0000806;HMDB0015532;HMDB0000464;HMDB0000237;HMDB0000638;HMDB0062762;HMDB0000826;HMDB0005031;HMDB0242470;HMDB0060039;HMDB0002925;HMDB0002226;HMDB0004385;HMDB0303351	34	4	HMDB0000826;HMDB0002226;HMDB0059597;HMDB0003080	-0.3897127299412244	0.7453798767967146	-0.7791438606424411	1.0667621319609677	1.0
Citric acid cycle (TCA cycle)	R-HSA-71403	Pyruvate metabolism and Citric Acid (TCA) cycle	R-HSA-71406	HMDB0002111;HMDB0059597;HMDB0000221;HMDB0001967;HMDB0000962;HMDB0304435;HMDB0000134;HMDB0000547;HMDB0001333;HMDB0000094	10	6	HMDB0001967;HMDB0000221;HMDB0002111;HMDB0000134;HMDB0001333;HMDB0059597	0.6579961464354513	0.08163265306122448	1.4602228173419607	1.1036778275771157	1.0
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	R-HSA-83936	Transport of vitamins, nucleosides, and related molecules	R-HSA-425397	HMDB0000630;HMDB0000132;HMDB0000050;HMDB0000296;HMDB0000034;HMDB0000133;HMDB0000101;HMDB0000157;HMDB0000089;HMDB0000300;HMDB0000195;HMDB0000273;HMDB0000262;HMDB0010337;HMDB0000588	15	1	HMDB0000273	-0.6164908916586808	0.7559055118110236	-0.8240075275788379	1.1572300890766234	1.0
Regulation of insulin secretion	R-HSA-422356	Integration of energy metabolism	R-HSA-163685	HMDB0003345;HMDB0000547;HMDB0015256;HMDB0015532;HMDB0000464;HMDB0015252;HMDB0014810;HMDB0014367;HMDB0015200;HMDB0015151;HMDB0014977	11	1	HMDB0003345	-0.679769894535	0.6318897637795275	-0.9085868383412077	1.1693331290626163	1.0
Free fatty acid receptors	R-HSA-444209	Class A/1 (Rhodopsin-like receptors)	R-HSA-373076	HMDB0000042;HMDB0304356;HMDB0000220;HMDB0000207;HMDB0001388;HMDB0000573;HMDB0001999;HMDB0003073;HMDB0003229;HMDB0000806;HMDB0000237;HMDB0000638;HMDB0006111;HMDB0000826;HMDB0005031;HMDB0060039;HMDB0002925;HMDB0002226;HMDB0303351	19	2	HMDB0002226;HMDB0000826	-0.5930902111324469	0.5642570281124498	-0.9439380229413284	1.358309076185682	1.0
Ubiquinol biosynthesis	R-HSA-2142789	Metabolism of cofactors	R-HSA-8978934	HMDB0002111;HMDB0059597;HMDB0001377;HMDB0001185;HMDB0000221;HMDB0001967;HMDB0001347;HMDB0000939;HMDB0000961;HMDB0304435;HMDB0000547;HMDB0000692;HMDB0000500;HMDB0060250;HMDB0060249;HMDB0060252;HMDB0006251;HMDB0062197;HMDB0062428;HMDB0062350;HMDB0013111	21	7	HMDB0002111;HMDB0001185;HMDB0000221;HMDB0059597;HMDB0001377;HMDB0001967;HMDB0000939	0.6943105110896787	0.030575539568345324	1.6268855546431438	1.4842118071751607	1.0
Organic cation transport	R-HSA-549127	Organic cation/anion/zwitterion transport	R-HSA-549132	HMDB0000097;HMDB0059597;HMDB0014611;HMDB0000562;HMDB0000699;HMDB0015044;HMDB0000588;HMDB0014644;HMDB0001842;HMDB0001848;HMDB0015282;HMDB0003045;HMDB0001921;HMDB0015169	14	3	HMDB0015282;HMDB0001842;HMDB0059597	-0.55324027387416	0.4702258726899384	-0.9970229780376519	1.5836087340322311	1.0
Transport of bile salts and organic acids, metal ions and amine compounds	R-HSA-425366	SLC-mediated transmembrane transport	R-HSA-425407	HMDB0000097;HMDB0059597;HMDB0000294;HMDB0000562;HMDB0002580;HMDB0000492;HMDB0000588;HMDB0014644;HMDB0001842;HMDB0001921;HMDB0015169	11	3	HMDB0000294;HMDB0059597;HMDB0001842	-0.5662752052520751	0.44763860369609854	-1.0205139036167277	2.24333019631875	1.0
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	R-HSA-381771	Incretin synthesis, secretion, and inactivation	R-HSA-400508	HMDB0000895;HMDB0000220;HMDB0000207;HMDB0003345;HMDB0001388;HMDB0000573;HMDB0001999;HMDB0003073;HMDB0003229;HMDB0000806;HMDB0000464;HMDB0000638;HMDB0000826;HMDB0005031;HMDB0060039;HMDB0002925;HMDB0002226;HMDB0002088;HMDB0303351	19	3	HMDB0002226;HMDB0003345;HMDB0000826	-0.5936599423631168	0.406570841889117	-1.0698653580147122	3.9254995513339606	1.0
