"Term.Name"	"Group"	"TermClass"	"TermSize"	"N_Hit"	"Hit"	"ES"	"pvalue_nominal"	"NES"	"FDR"	"Supplement"	"main"
"Propanoate Metabolism_smpdb_Metabolic"	1	"smpdb_Metabolic"	43	16	"HMDB0001248;HMDB0001341;HMDB0059597;HMDB0001275;HMDB0000902;HMDB0000045;HMDB0001967;HMDB0000208;HMDB0001491;HMDB0000148;HMDB0001333;HMDB0000538;HMDB0001487;HMDB0001429;HMDB0002111;HMDB0000250"	0.384002729357703	0.298342541436464	1.12741076630211	0.518466857183823	"SMPDB_ID:SMP0000016"	FALSE
"Malonic Aciduria_smpdb_Disease"	1	"smpdb_Disease"	43	16	"HMDB0001487;HMDB0001275;HMDB0001429;HMDB0001491;HMDB0000208;HMDB0000902;HMDB0001333;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000045;HMDB0000148;HMDB0059597;HMDB0001967"	0.384002729357703	0.298342541436464	1.12741076630211	0.518466857183823	"SMPDB_ID:SMP0000198"	FALSE
"Malonyl-CoA Decarboxylase Deficiency_smpdb_Disease"	1	"smpdb_Disease"	43	16	"HMDB0001341;HMDB0000045;HMDB0001487;HMDB0001491;HMDB0000208;HMDB0001248;HMDB0059597;HMDB0000148;HMDB0001333;HMDB0000902;HMDB0000250;HMDB0002111;HMDB0000538;HMDB0001429;HMDB0001275;HMDB0001967"	0.384002729357703	0.298342541436464	1.12741076630211	0.518466857183823	"SMPDB_ID:SMP0000502"	FALSE
"Glycine, serine and threonine metabolism_humanGEM"	1	"humanGEM"	59	23	"HMDB0000939;HMDB0000123;HMDB0000064;HMDB0003125;HMDB0000167;HMDB0001248;HMDB0000221;HMDB0001275;HMDB0000990;HMDB0000517;HMDB0000208;HMDB0001185;HMDB0000214;HMDB0001487;HMDB0002111;HMDB0000217;HMDB0001341;HMDB0001967;HMDB0000538;HMDB0000148;HMDB0000128;HMDB0001377;HMDB0000902"	0.377856440434428	0.217770034843206	1.19588128453285	0.588266185708362	""	FALSE
"Lysine metabolism_humanGEM"	1	"humanGEM"	32	17	"HMDB0001248;HMDB0000295;HMDB0000902;HMDB0003125;HMDB0000148;HMDB0000254;HMDB0000939;HMDB0002111;HMDB0000123;HMDB0001377;HMDB0000217;HMDB0000302;HMDB0001487;HMDB0000208;HMDB0000221;HMDB0001967;HMDB0001185"	0.496964286283699	0.0548672566371681	1.48685853735653	0.613231937627502	""	FALSE
"Nicotinate and nicotinamide metabolism_humanGEM"	1	"humanGEM"	22	17	"HMDB0001341;HMDB0000232;HMDB0001185;HMDB0003125;HMDB0000045;HMDB0000902;HMDB0000221;HMDB0001967;HMDB0000208;HMDB0000148;HMDB0000939;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001377;HMDB0002111;HMDB0000250"	0.359606012203946	0.343362831858407	1.07589878002811	0.642806831167168	""	FALSE
"Beta-alanine metabolism_humanGEM"	1	"humanGEM"	26	15	"HMDB0003125;HMDB0000051;HMDB0000045;HMDB0000902;HMDB0000221;HMDB0001967;HMDB0000208;HMDB0000191;HMDB0000148;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0001377;HMDB0002111;HMDB0000250"	0.456620137155325	0.149722735674677	1.31038317078422	0.657188326205443	""	FALSE
"Drug metabolism_humanGEM"	1	"humanGEM"	31	18	"HMDB0003125;HMDB0000217;HMDB0000939;HMDB0000250;HMDB0000902;HMDB0001377;HMDB0000538;HMDB0000208;HMDB0000295;HMDB0000148;HMDB0002111;HMDB0000221;HMDB0001185;HMDB0000045;HMDB0000123;HMDB0001487;HMDB0001341;HMDB0001967"	0.457004680296369	0.104424778761062	1.38004946998705	0.680469906792394	""	FALSE
"Alanine, aspartate and glutamate metabolism_humanGEM"	1	"humanGEM"	42	23	"HMDB0000223;HMDB0000208;HMDB0000134;HMDB0000191;HMDB0000902;HMDB0001341;HMDB0000148;HMDB0003125;HMDB0001377;HMDB0000904;HMDB0000052;HMDB0000254;HMDB0001487;HMDB0000538;HMDB0001259;HMDB0000045;HMDB0000217;HMDB0000517;HMDB0001967;HMDB0000221;HMDB0002111;HMDB0000158;HMDB0000250"	0.444367227306712	0.0731707317073171	1.40638187874971	0.705267545478416	""	FALSE
"Aspartate Metabolism_HUBMet_Pathway"	1	"HUBMet_Pathway"	21	6	"HUBMet000736;HUBMet001689;HUBMet001691;HUBMet000008;HUBMet001034;HUBMet001336"	-0.494971778240715	0.415094339622642	-1.06438043034427	0.882878073375449	""	FALSE
"Arginine and Proline Metabolism_HUBMet_Pathway"	1	"HUBMet_Pathway"	55	9	"HUBMet001336;HUBMet000008;HUBMet000016;HUBMet001171;HUBMet000592;HUBMet001691;HUBMet001704;HUBMet001333;HUBMet001689"	0.342026376493221	0.664717348927875	0.843621596606313	0.896019132382769	""	FALSE
"Urea Cycle_HUBMet_Pathway"	1	"HUBMet_Pathway"	39	4	"HUBMet001336;HUBMet000008;HUBMet001689;HUBMet001691"	0.468200054687074	0.653927813163482	0.86646634044354	0.940507386183661	""	FALSE
"Glycine, Serine and Threonine Metabolism_HUBMet_Pathway"	1	"HUBMet_Pathway"	47	11	"HUBMet000378;HUBMet000091;HUBMet001707;HUBMet001340;HUBMet001689;HUBMet001333;HUBMet001662;HUBMet001127;HUBMet001701;HUBMet001336;HUBMet000016"	0.242698892245719	0.911819887429643	0.634697261606955	0.979056297238115	""	FALSE
"Antineoplastic-Chemotherapy Metabolism_HUBMet_Drug"	1	"HUBMet_Drug"	24	4	"HUBMet001336;HUBMet001333;HUBMet000592;HUBMet003724"	0.220518317982625	0.997876857749469	0.408098414492657	0.999809970228669	""	FALSE
"Celiac disease_disease"	2	"disease"	125	10	"HMDB0011638;HMDB0000763;HMDB0000738;HMDB0004327;HMDB0002939;HMDB0000162;HMDB0001491;HMDB0005842;HMDB0000688;HMDB0002366"	0.732927734018271	0.0036036036036036	1.89442826809007	0.058467098968853	""	TRUE
"Nonalcoholic fatty liver disease_disease"	2	"disease"	156	5	"HMDB0000738;HMDB0002048;HMDB0004327;HMDB0000990;HMDB0005842"	0.760445993302614	0.0360531309297913	1.57067032719403	0.367563162184189	""	FALSE
"Ulcerative colitis_disease"	2	"disease"	304	37	"HMDB0000517;HMDB0000763;HMDB0000738;HMDB0005842;HMDB0000158;HMDB0000123;HMDB0000254;HMDB0000122;HMDB0000898;HMDB0000214;HMDB0000715;HMDB0000725;HMDB0004160;HMDB0000191;HMDB0000299;HMDB0002939;HMDB0000128;HMDB0000792;HMDB0000045;HMDB0000099;HMDB0001406;HMDB0000064;HMDB0003345;HMDB0000020;HMDB0000888;HMDB0000230;HMDB0011502;HMDB0000162;HMDB0000148;HMDB0004327;HMDB0000164;HMDB0000201;HMDB0000990;HMDB0000926;HMDB0000317;HMDB0000167;HMDB0000904"	0.392745820219926	0.0581583198707593	1.41572029620738	0.413947060699479	""	FALSE
"Pervasive developmental disorder not otherwise specified_disease"	2	"disease"	82	2	"HMDB0002939;HMDB0000738"	0.93666026871401	0.0219123505976096	1.45016829268655	0.42154778356543	""	FALSE
"Crohn's disease_disease"	2	"disease"	237	32	"HMDB0000064;HMDB0000123;HMDB0000254;HMDB0000128;HMDB0000990;HMDB0001406;HMDB0000299;HMDB0000725;HMDB0000214;HMDB0000020;HMDB0004327;HMDB0004160;HMDB0000763;HMDB0000738;HMDB0000162;HMDB0000164;HMDB0000317;HMDB0000148;HMDB0000191;HMDB0000898;HMDB0010340;HMDB0005842;HMDB0000158;HMDB0000045;HMDB0000099;HMDB0000715;HMDB0000826;HMDB0000201;HMDB0000167;HMDB0000904;HMDB0028805;HMDB0000517"	0.455472550714653	0.0286677908937605	1.57573934733847	0.523865206760923	""	FALSE
"Autism_disease"	2	"disease"	108	12	"HMDB0000123;HMDB0000148;HMDB0000099;HMDB0000574;HMDB0000738;HMDB0000517;HMDB0000158;HMDB0000214;HMDB0000167;HMDB0000162;HMDB0002643;HMDB0002939"	0.327939158616134	0.568840579710145	0.901413878793026	0.770516636547252	""	FALSE
"Attachment loss_HUBMet_Disease"	3	"HUBMet_Disease"	58	53	"HUBMet000008;HUBMet001279;HUBMet000032;HUBMet001666;HUBMet001689;HUBMet000306;HUBMet001699;HUBMet001709;HUBMet000376;HUBMet000277;HUBMet001702;HUBMet000065;HUBMet001815;HUBMet001765;HUBMet001359;HUBMet001707;HUBMet000079;HUBMet000407;HUBMet000098;HUBMet001684;HUBMet001700;HUBMet001171;HUBMet000063;HUBMet001127;HUBMet001336;HUBMet000123;HUBMet001545;HUBMet000352;HUBMet000096;HUBMet000315;HUBMet000497;HUBMet000016;HUBMet001629;HUBMet000022;HUBMet001691;HUBMet001708;HUBMet001704;HUBMet000894;HUBMet000896;HUBMet000033;HUBMet001830;HUBMet000138;HUBMet001692;HUBMet000070;HUBMet001268;HUBMet000387;HUBMet002569;HUBMet001698;HUBMet001001;HUBMet001296;HUBMet001710;HUBMet001260;HUBMet000280"	0.479388289716863	0	1.84968633207303	0.0598086629638234	""	TRUE
"Lewy body disease_disease"	3	"disease"	56	10	"HMDB0000214;HMDB0000191;HMDB0000904;HMDB0000045;HMDB0000158;HMDB0000517;HMDB0000162;HMDB0000123;HMDB0000064;HMDB0000167"	0.441271599769118	0.317117117117117	1.14057273822183	0.717721770559389	""	FALSE
"Frontotemporal dementia_disease"	3	"disease"	56	10	"HMDB0000064;HMDB0000158;HMDB0000517;HMDB0000191;HMDB0000904;HMDB0000167;HMDB0000045;HMDB0000123;HMDB0000214;HMDB0000162"	0.441271599769118	0.317117117117117	1.14057273822183	0.717721770559389	""	FALSE
"Missing teeth_disease"	3	"disease"	39	11	"HMDB0000725;HMDB0000064;HMDB0000158;HMDB0000517;HMDB0000273;HMDB0000191;HMDB0000904;HMDB0000254;HMDB0000167;HMDB0000045;HMDB0000162"	0.433333725084455	0.277777777777778	1.16390370900193	0.723711319331602	""	FALSE
"Tooth Decay_disease"	3	"disease"	19	6	"HMDB0000317;HMDB0000725;HMDB0000201;HMDB0000162;HMDB0002802;HMDB0000904"	0.456716183665872	0.434137291280148	1.01354300637028	0.766592253995252	""	FALSE
"Tooth Decay_HUBMet_Disease"	3	"HUBMet_Disease"	18	12	"HUBMet000022;HUBMet000008;HUBMet000096;HUBMet001704;HUBMet001692;HUBMet001296;HUBMet000201;HUBMet000138;HUBMet001666;HUBMet000079;HUBMet000098;HUBMet000387"	0.558173809074818	0.0642722117202268	1.48663416823102	1	""	FALSE
"Periodontal Probing Depth_disease"	3	"disease"	68	13	"HMDB0000045;HMDB0000273;HMDB0000167;HMDB0000725;HMDB0000517;HMDB0000191;HMDB0000254;HMDB0000904;HMDB0000754;HMDB0000158;HMDB0000201;HMDB0000064;HMDB0000162"	-0.297640932331951	0.660044150110375	-0.864793256856853	1	""	FALSE
"Attachment loss_disease"	3	"disease"	63	13	"HMDB0000045;HMDB0000273;HMDB0000167;HMDB0000725;HMDB0000517;HMDB0000191;HMDB0000254;HMDB0000904;HMDB0000754;HMDB0000158;HMDB0000201;HMDB0000064;HMDB0000162"	-0.297640932331951	0.660044150110375	-0.864793256856853	1	""	FALSE
"Galactose metabolism_kegg_Carbohydrate metabolism"	4	"kegg_Carbohydrate metabolism"	38	13	"HMDB0000660;HMDB0000295;HMDB0003345;HMDB0001341;HMDB0000302;HMDB0000902;HMDB0000211;HMDB0000538;HMDB0001487;HMDB0000122;HMDB0001429;HMDB0002111;HMDB0000250"	0.499215462105178	0.107861060329068	1.39799489794013	0.278679559232497	"KEGG_ID:map00052"	TRUE
"Glycolysis / Gluconeogenesis_kegg_Carbohydrate metabolism"	4	"kegg_Carbohydrate metabolism"	34	16	"HMDB0002111;HMDB0001487;HMDB0000538;HMDB0000208;HMDB0001341;HMDB0001333;HMDB0000223;HMDB0001429;HMDB0003391;HMDB0001294;HMDB0003345;HMDB0003498;HMDB0001967;HMDB0000122;HMDB0000902;HMDB0059597"	0.492964672788377	0.0736648250460405	1.4473170032875	0.281946559043637	"KEGG_ID:map00010"	FALSE
"Amino sugar and nucleotide sugar metabolism_kegg_Carbohydrate metabolism"	4	"kegg_Carbohydrate metabolism"	47	15	"HMDB0002111;HMDB0000148;HMDB0001341;HMDB0000660;HMDB0000051;HMDB0000250;HMDB0000302;HMDB0000538;HMDB0001429;HMDB0000230;HMDB0001487;HMDB0000902;HMDB0003345;HMDB0001967;HMDB0000295"	0.523210582199331	0.0628465804066543	1.50148074055919	0.3139750914387	"KEGG_ID:map00520"	FALSE
"Starch and sucrose metabolism_kegg_Carbohydrate metabolism"	4	"kegg_Carbohydrate metabolism"	61	18	"HMDB0000221;HMDB0000250;HMDB0000660;HMDB0001487;HMDB0001341;HMDB0001491;HMDB0000217;HMDB0000024;HMDB0006857;HMDB0000902;HMDB0000295;HMDB0000122;HMDB0001348;HMDB0001429;HMDB0001967;HMDB0002111;HMDB0000538;HMDB0003345"	0.497231737000418	0.063716814159292	1.50152596831866	0.353221977868538	"KEGG_ID:map00500"	FALSE
"Sucrase-Isomaltase Deficiency_smpdb_Disease"	4	"smpdb_Disease"	30	12	"HMDB0000250;HMDB0000660;HMDB0001487;HMDB0001341;HMDB0001491;HMDB0000902;HMDB0006857;HMDB0000295;HMDB0001429;HMDB0002111;HMDB0000538;HMDB0003345"	0.525105224643352	0.0778985507246377	1.44336876180837	0.371234091812116	"SMPDB_ID:SMP0000557"	FALSE
"Glycogenosis, Type III. Cori Disease, Debrancher Glycogenosis_smpdb_Disease"	4	"smpdb_Disease"	30	12	"HMDB0000660;HMDB0000538;HMDB0002111;HMDB0001429;HMDB0006857;HMDB0001341;HMDB0000902;HMDB0001487;HMDB0003345;HMDB0000250;HMDB0001491;HMDB0000295"	0.525105224643352	0.0778985507246377	1.44336876180837	0.371234091812116	"SMPDB_ID:SMP0000553"	FALSE
"Glycogen Synthetase Deficiency_smpdb_Disease"	4	"smpdb_Disease"	30	12	"HMDB0001487;HMDB0001491;HMDB0001429;HMDB0000295;HMDB0006857;HMDB0000902;HMDB0000660;HMDB0003345;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0001341"	0.525105224643352	0.0778985507246377	1.44336876180837	0.371234091812116	"SMPDB_ID:SMP0000552"	FALSE
"Glycogenosis, Type IV. Amylopectinosis, Anderson Disease_smpdb_Disease"	4	"smpdb_Disease"	30	12	"HMDB0006857;HMDB0001429;HMDB0000250;HMDB0000902;HMDB0000538;HMDB0000295;HMDB0002111;HMDB0003345;HMDB0001491;HMDB0000660;HMDB0001487;HMDB0001341"	0.525105224643352	0.0778985507246377	1.44336876180837	0.371234091812116	"SMPDB_ID:SMP0000554"	FALSE
"Glycogenosis, Type VI. Hers Disease_smpdb_Disease"	4	"smpdb_Disease"	30	12	"HMDB0006857;HMDB0003345;HMDB0000660;HMDB0001341;HMDB0000250;HMDB0001491;HMDB0000295;HMDB0001487;HMDB0000538;HMDB0000902;HMDB0001429;HMDB0002111"	0.525105224643352	0.0778985507246377	1.44336876180837	0.371234091812116	"SMPDB_ID:SMP0000555"	FALSE
"Mucopolysaccharidosis VII. Sly Syndrome_smpdb_Disease"	4	"smpdb_Disease"	30	12	"HMDB0001429;HMDB0000295;HMDB0001487;HMDB0000250;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0006857;HMDB0000660;HMDB0001491;HMDB0003345;HMDB0000902"	0.525105224643352	0.0778985507246377	1.44336876180837	0.371234091812116	"SMPDB_ID:SMP0000556"	FALSE
"Starch and Sucrose Metabolism_smpdb_Metabolic"	4	"smpdb_Metabolic"	30	12	"HMDB0002111;HMDB0001491;HMDB0001341;HMDB0000660;HMDB0000250;HMDB0000538;HMDB0001429;HMDB0006857;HMDB0001487;HMDB0000902;HMDB0003345;HMDB0000295"	0.525105224643352	0.0778985507246377	1.44336876180837	0.371234091812116	"SMPDB_ID:SMP0000058"	FALSE
"Galactose Metabolism_smpdb_Metabolic"	4	"smpdb_Metabolic"	36	13	"HMDB0001487;HMDB0000660;HMDB0000122;HMDB0000295;HMDB0001429;HMDB0001341;HMDB0000902;HMDB0000250;HMDB0000302;HMDB0003345;HMDB0000538;HMDB0000211;HMDB0002111"	0.499215462105178	0.107861060329068	1.39799489794013	0.399138620771837	"SMPDB_ID:SMP0000043"	FALSE
"Galactosemia_smpdb_Disease"	4	"smpdb_Disease"	36	13	"HMDB0003345;HMDB0000660;HMDB0001341;HMDB0000250;HMDB0000122;HMDB0000302;HMDB0000295;HMDB0001487;HMDB0000538;HMDB0000902;HMDB0001429;HMDB0000211;HMDB0002111"	0.499215462105178	0.107861060329068	1.39799489794013	0.399138620771837	"SMPDB_ID:SMP0000182"	FALSE
"Congenital Disorder of Glycosylation CDG-IId_smpdb_Disease"	4	"smpdb_Disease"	19	9	"HMDB0001341;HMDB0000250;HMDB0000122;HMDB0000302;HMDB0000295;HMDB0000538;HMDB0001333;HMDB0001429;HMDB0002111"	0.526839140369681	0.161048689138577	1.30269263006835	0.427113046904069	"SMPDB_ID:SMP0000579"	FALSE
"GLUT-1 Deficiency Syndrome_smpdb_Disease"	4	"smpdb_Disease"	19	9	"HMDB0000302;HMDB0000122;HMDB0001429;HMDB0000250;HMDB0000538;HMDB0000295;HMDB0002111;HMDB0001333;HMDB0001341"	0.526839140369681	0.161048689138577	1.30269263006835	0.427113046904069	"SMPDB_ID:SMP0000580"	FALSE
"Lactose Synthesis_smpdb_Metabolic"	4	"smpdb_Metabolic"	19	9	"HMDB0002111;HMDB0000122;HMDB0001341;HMDB0000250;HMDB0000302;HMDB0000538;HMDB0001429;HMDB0001333;HMDB0000295"	0.526839140369681	0.161048689138577	1.30269263006835	0.427113046904069	"SMPDB_ID:SMP0000444"	FALSE
"Nucleotide Sugars Metabolism_smpdb_Metabolic"	4	"smpdb_Metabolic"	20	9	"HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000902;HMDB0000250;HMDB0002111;HMDB0000538;HMDB0000302;HMDB0001967"	0.47806311224894	0.258426966292135	1.18208622957899	0.466072930177291	"SMPDB_ID:SMP0000010"	FALSE
"Galactosemia III_smpdb_Disease"	4	"smpdb_Disease"	20	9	"HMDB0001341;HMDB0000302;HMDB0000902;HMDB0001967;HMDB0000538;HMDB0001487;HMDB0003345;HMDB0002111;HMDB0000250"	0.47806311224894	0.258426966292135	1.18208622957899	0.466072930177291	"SMPDB_ID:SMP0000496"	FALSE
"Galactosemia II (GALK)_smpdb_Disease"	4	"smpdb_Disease"	20	9	"HMDB0000250;HMDB0001487;HMDB0001341;HMDB0000902;HMDB0001967;HMDB0002111;HMDB0000538;HMDB0003345;HMDB0000302"	0.47806311224894	0.258426966292135	1.18208622957899	0.466072930177291	"SMPDB_ID:SMP0000495"	FALSE
"Galactose metabolism_humanGEM"	4	"humanGEM"	20	12	"HMDB0001341;HMDB0000660;HMDB0000295;HMDB0001487;HMDB0000221;HMDB0000902;HMDB0000250;HMDB0002111;HMDB0000217;HMDB0000538;HMDB0000302;HMDB0000122"	0.471122748992809	0.175724637681159	1.29498589418028	0.607397369440634	""	FALSE
"Fructose and mannose metabolism_humanGEM"	4	"humanGEM"	17	10	"HMDB0000221;HMDB0001487;HMDB0000122;HMDB0000902;HMDB0000660;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0000217"	0.398315475221205	0.427027027027027	1.02954228753195	0.650755704032467	""	FALSE
"Fructosuria_smpdb_Disease"	4	"smpdb_Disease"	31	12	"HMDB0000902;HMDB0000660;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0000250;HMDB0003345;HMDB0000217;HMDB0001487;HMDB0001047;HMDB0000221;HMDB0001429"	0.310348260873489	0.652173913043478	0.853061375137889	0.686242440624052	"SMPDB_ID:SMP0000561"	FALSE
"Fructose Intolerance, Hereditary_smpdb_Disease"	4	"smpdb_Disease"	31	12	"HMDB0000660;HMDB0001047;HMDB0001341;HMDB0000902;HMDB0000221;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0003345;HMDB0001429;HMDB0002111;HMDB0000250"	0.310348260873489	0.652173913043478	0.853061375137889	0.686242440624052	"SMPDB_ID:SMP0000725"	FALSE
"Fructose and Mannose Degradation_smpdb_Metabolic"	4	"smpdb_Metabolic"	31	12	"HMDB0000660;HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001429;HMDB0001047;HMDB0000250;HMDB0000902;HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000217"	0.310348260873489	0.652173913043478	0.853061375137889	0.686242440624052	"SMPDB_ID:SMP0000064"	FALSE
"Fructose and mannose metabolism_kegg_Carbohydrate metabolism"	4	"kegg_Carbohydrate metabolism"	31	12	"HMDB0000660;HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001429;HMDB0001047;HMDB0000250;HMDB0000902;HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000217"	0.310348260873489	0.652173913043478	0.853061375137889	0.726312237465238	"KEGG_ID:map00051"	FALSE
"Galactose Metabolism_HUBMet_Pathway"	4	"HUBMet_Pathway"	28	2	"HUBMet002598;HUBMet000277"	0.611776447105785	0.618257261410788	0.929826632852135	1	""	FALSE
"Nucleotide Sugars Metabolism_HUBMet_Pathway"	4	"HUBMet_Pathway"	16	1	"HUBMet002598"	0.707876370887339	0.570281124497992	0.956107427557786	1	""	FALSE
"Lactose Synthesis_HUBMet_Pathway"	4	"HUBMet_Pathway"	13	2	"HUBMet002598;HUBMet002575"	0.689620758483033	0.443983402489627	1.04814062528683	1	""	FALSE
"Congenital disorder of glycosylation CDG-IId_HUBMet_Disease"	4	"HUBMet_Disease"	13	2	"HUBMet002598;HUBMet002575"	0.689620758483033	0.443983402489627	1.04814062528683	1	""	FALSE
"D-Arginine and D-Ornithine Metabolism_kegg_Amino acid metabolism"	5	"kegg_Amino acid metabolism"	11	7	"HMDB0002111;HMDB0001248;HMDB0000294;HMDB0006875;HMDB0000051;HMDB0001377;HMDB0003125"	0.608486017357762	0.0971223021582734	1.42578442358309	0.279726789308945	"KEGG_ID:map00472"	TRUE
"D-Arginine and D-Ornithine Metabolism_smpdb_Metabolic"	5	"smpdb_Metabolic"	11	7	"HMDB0001377;HMDB0003125;HMDB0006875;HMDB0000051;HMDB0001248;HMDB0000294;HMDB0002111"	0.608486017357762	0.0971223021582734	1.42578442358309	0.397383500840934	"SMPDB_ID:SMP0000036"	FALSE
"Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB_reactome"	5	"reactome"	11	4	"HMDB0003125;HMDB0002111;HMDB0001377;HMDB0000051"	0.60673076923077	0.286549707602339	1.15850920105896	0.433556665396481	"Reactome_id:R-HSA-141333"	FALSE
"Pyrimidine metabolism_kegg_Nucleotide metabolism"	6	"kegg_Nucleotide metabolism"	57	14	"HMDB0000295;HMDB0001429;HMDB0000273;HMDB0001341;HMDB0000250;HMDB0001248;HMDB0002111;HMDB0000538;HMDB0000221;HMDB0000051;HMDB0003364;HMDB0001096;HMDB0000217;HMDB0001967"	0.522032225456703	0.0605504587155963	1.48141487260352	0.280372052285342	"KEGG_ID:map00240"	TRUE
"Pyrimidine catabolism_reactome"	6	"reactome"	17	4	"HMDB0001967;HMDB0002111;HMDB0000273;HMDB0059597"	0.638227043406865	0.222222222222222	1.21864909387887	0.394791434288534	"Reactome_id:R-HSA-73621"	FALSE
"Pyrimidine Metabolism_smpdb_Metabolic"	6	"smpdb_Metabolic"	57	14	"HMDB0000295;HMDB0001429;HMDB0000273;HMDB0001341;HMDB0000250;HMDB0001248;HMDB0002111;HMDB0000538;HMDB0000221;HMDB0000051;HMDB0003364;HMDB0001096;HMDB0000217;HMDB0001967"	0.522032225456703	0.0605504587155963	1.48141487260352	0.448327885875764	"SMPDB_ID:SMP0000046"	FALSE
"MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)_smpdb_Disease"	6	"smpdb_Disease"	57	14	"HMDB0001429;HMDB0000295;HMDB0000250;HMDB0000051;HMDB0000217;HMDB0001096;HMDB0000538;HMDB0001248;HMDB0002111;HMDB0001341;HMDB0003364;HMDB0000273;HMDB0000221;HMDB0001967"	0.522032225456703	0.0605504587155963	1.48141487260352	0.448327885875764	"SMPDB_ID:SMP0000202"	FALSE
"Dihydropyrimidinase Deficiency_smpdb_Disease"	6	"smpdb_Disease"	57	14	"HMDB0001429;HMDB0000295;HMDB0000250;HMDB0000051;HMDB0000217;HMDB0001096;HMDB0000538;HMDB0001248;HMDB0002111;HMDB0001341;HMDB0003364;HMDB0000273;HMDB0000221;HMDB0001967"	0.522032225456703	0.0605504587155963	1.48141487260352	0.448327885875764	"SMPDB_ID:SMP0000178"	FALSE
"UMP Synthase Deficiency (Orotic Aciduria)_smpdb_Disease"	6	"smpdb_Disease"	57	14	"HMDB0001341;HMDB0000273;HMDB0000295;HMDB0003364;HMDB0000221;HMDB0001096;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0000217;HMDB0000051;HMDB0000538;HMDB0001429;HMDB0001967"	0.522032225456703	0.0605504587155963	1.48141487260352	0.448327885875764	"SMPDB_ID:SMP0000219"	FALSE
"beta-Ureidopropionase Deficiency_smpdb_Disease"	6	"smpdb_Disease"	57	14	"HMDB0001341;HMDB0000273;HMDB0000295;HMDB0003364;HMDB0000221;HMDB0001096;HMDB0001248;HMDB0000250;HMDB0002111;HMDB0000217;HMDB0000051;HMDB0000538;HMDB0001429;HMDB0001967"	0.522032225456703	0.0605504587155963	1.48141487260352	0.448327885875764	"SMPDB_ID:SMP0000172"	FALSE
"Pyrimidine metabolism_humanGEM"	6	"humanGEM"	45	14	"HMDB0000295;HMDB0001341;HMDB0000051;HMDB0000902;HMDB0000221;HMDB0001967;HMDB0000191;HMDB0000148;HMDB0000217;HMDB0000538;HMDB0001487;HMDB0000273;HMDB0002111;HMDB0000250"	0.483114367525096	0.119266055045872	1.37097438495103	0.658483450339477	""	FALSE
"Pyrimidine Metabolism_HUBMet_Pathway"	6	"HUBMet_Pathway"	32	6	"HUBMet001335;HUBMet001182;HUBMet002575;HUBMet000407;HUBMet000497;HUBMet001132"	-0.453016587812506	0.526205450733753	-0.974160572149772	0.955838301153721	""	FALSE
"MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)_HUBMet_Disease"	6	"HUBMet_Disease"	29	6	"HUBMet000407;HUBMet001132;HUBMet000497;HUBMet001335;HUBMet002575;HUBMet001182"	-0.453016587812506	0.526205450733753	-0.974160572149772	1	""	FALSE
"Riboflavin metabolism_kegg_Cofactors and vitamins metabolism"	7	"kegg_Cofactors and vitamins metabolism"	20	11	"HMDB0001248;HMDB0001341;HMDB0000250;HMDB0000045;HMDB0003364;HMDB0003826;HMDB0000538;HMDB0001377;HMDB0003125;HMDB0001429;HMDB0002111"	0.543178921351125	0.0842293906810036	1.45894013000956	0.285515644453753	"KEGG_ID:map00740"	TRUE
"Vitamin B6 metabolism_kegg_Cofactors and vitamins metabolism"	7	"kegg_Cofactors and vitamins metabolism"	19	7	"HMDB0001491;HMDB0001248;HMDB0001377;HMDB0003125;HMDB0002111;HMDB0001429;HMDB0000051"	0.579556412729024	0.147482014388489	1.35799752547296	0.301165916151779	"KEGG_ID:map00750"	FALSE
"Phenylketonuria_smpdb_Disease"	7	"smpdb_Disease"	27	14	"HMDB0000045;HMDB0001491;HMDB0000208;HMDB0001248;HMDB0000134;HMDB0000148;HMDB0001377;HMDB0003125;HMDB0000250;HMDB0002111;HMDB0000051;HMDB0000158;HMDB0000538;HMDB0001967"	0.566162528378603	0.0275229357798165	1.60664715500488	0.343475101624651	"SMPDB_ID:SMP0000206"	FALSE
